YM,JOIN_SN,JOIN_SN_TYP,BIZ_SN,SCTR_CD,COM_SN,IS_ME,DLQ_CD_1,DLQ_CD_2,DLQ_RGST_DT,DLQ_RGST_AMT,DLQ_AMT,RLS_RSN_CD,RLS_DT
201807,1581724,1,0,12,9816869,0,0601,0,201701,0,0,00,000000
201811,221671,1,0,12,9518947,0,0801,0,201206,5400,0,00,000000
201911,300578,1,0,12,7681591,0,0801,0,201902,4000,0,00,000000
201806,91979,1,0,12,5735293,0,0604,0,201209,0,0,00,000000
202005,1484582,1,0,12,3491150,0,1201,0,201808,0,0,00,000000
201904,1588275,1,0,12,6306698,0,0801,0,201407,10000,0,00,000000
201811,780775,1,0,12,3167983,0,0801,0,201306,2900,0,00,000000
201901,433575,1,0,12,4819246,0,0601,0,201710,0,0,00,000000
201910,908644,1,0,12,4611012,0,0801,0,201306,10000,0,00,000000
201912,180761,1,0,12,6364071,0,1201,0,201705,0,0,00,000000
202003,1109501,1,0,12,7388699,0,0801,0,201405,10000,0,00,000000
201812,1717058,1,0,12,814016,0,0801,0,201508,5000,0,00,000000
201904,704436,1,0,12,6728719,0,1201,0,201811,0,0,00,000000
201908,837720,1,0,12,2515017,0,1101,0,201902,0,0,00,000000
201911,593747,1,0,12,6394911,0,0601,0,201312,0,0,00,000000
201907,609813,1,0,12,9937118,0,0604,0,201709,0,0,00,000000
201907,91979,1,0,12,5735293,0,0604,0,201209,0,0,00,000000
201806,421279,1,0,12,6749131,0,1201,0,201410,0,0,00,000000
201911,1753399,1,0,12,254515,0,0801,0,201910,1000,0,00,000000
201901,421279,1,0,12,6749131,0,1201,0,201410,0,0,00,000000
201810,1027683,1,0,12,8716972,0,0801,0,201701,10000,0,00,000000
201807,1927916,1,0,12,9856986,0,0801,0,201411,1000,0,00,000000
201808,1274676,1,0,12,3713425,0,0801,0,201511,3700,0,00,000000
201906,609813,1,0,12,9937118,0,0604,0,201709,0,0,00,000000
201809,25738,1,0,12,7349844,0,0601,0,201604,0,0,00,000000
202003,70442,1,0,12,3526055,0,0601,0,201308,0,0,00,000000
201910,1290415,1,0,12,3304923,0,1201,0,201606,0,0,00,000000
201808,1589211,1,0,12,9388693,0,0601,0,201202,0,0,00,000000
201902,551054,1,0,12,2605268,0,1201,0,201709,0,0,00,000000
201806,941285,1,0,12,7569422,0,0601,0,201405,0,0,00,000000
201902,593747,1,0,12,6394911,0,0601,0,201312,0,0,00,000000
202003,624179,1,0,12,4974721,0,0601,0,201804,0,0,00,000000
201903,1777776,1,0,12,102371,0,0801,0,201901,1000,0,00,000000
202001,1109501,1,0,12,7388699,0,0801,0,201405,10000,0,00,000000
201909,180761,1,0,12,6364071,0,1201,0,201705,0,0,00,000000
201806,908644,1,0,12,4611012,0,0801,0,201306,10000,0,00,000000
202006,1581724,1,0,12,9816869,0,0601,0,201701,0,0,00,000000
201809,1520245,1,0,12,2681136,0,1201,0,201411,0,0,00,000000
201808,1589211,1,0,12,9388693,0,0601,0,201202,0,0,00,000000
201806,444855,1,0,12,4419611,0,1201,0,201711,0,0,00,000000
202006,1871432,1,0,12,7360320,0,0801,0,201708,10000,0,00,000000
201910,70442,1,0,12,3526055,0,0601,0,201902,0,0,00,000000
201907,476973,1,0,12,7643094,0,1201,0,201710,0,0,00,000000
201908,1018136,1,0,12,9315299,0,0601,0,201602,0,0,00,000000
201810,505119,1,0,12,5778122,0,0801,0,201201,10000,0,00,000000
202003,1581724,1,0,12,9816869,0,0601,0,201701,0,0,00,000000
201806,1569844,1,0,12,4604587,0,0801,0,201606,10000,0,00,000000
201905,1569844,1,0,12,4604587,0,0801,0,201606,10000,0,00,000000
201811,1871432,1,0,12,7360320,0,0801,0,201709,4400,0,00,000000
201811,1637480,1,0,12,6934032,0,0601,0,201205,0,0,00,000000
201903,609813,1,0,12,9937118,0,0604,0,201709,0,0,00,000000
201904,1871432,1,0,12,7360320,0,0801,0,201708,10000,0,00,000000
202005,1777776,1,0,12,102371,0,0801,0,201804,1100,0,00,000000
201909,1588275,1,0,12,6306698,0,0801,0,201407,10000,0,00,000000
201907,780775,1,0,12,3167983,0,0801,0,201306,2900,0,00,000000
202001,890200,1,0,12,6000565,0,0801,0,201408,10000,0,00,000000
201907,1484582,1,0,12,3491150,0,1201,0,201808,0,0,00,000000
201903,283778,1,0,12,1555216,0,0801,0,201901,1600,0,00,000000
202004,609813,1,0,12,9937118,0,0604,0,201709,0,0,00,000000
201808,1343421,1,0,12,5897252,0,0801,0,201503,5100,0,00,000000
201807,193724,1,0,12,5456678,0,0601,0,201802,0,0,00,000000
201902,544169,1,0,12,4654818,0,0601,0,201708,0,0,00,000000
201903,280824,1,0,12,9109029,0,0601,0,201312,0,0,00,000000
201904,1777776,1,0,12,102371,0,0801,0,201804,1100,0,00,000000
201808,1540323,1,0,12,6890003,0,0606,0,201203,0,0,00,000000
201806,1027683,1,0,12,8716972,0,0801,0,201701,10000,0,00,000000
201904,1569844,1,0,12,4604587,0,0801,0,201606,10000,0,00,000000
201902,609813,1,0,12,9937118,0,0604,0,201709,0,0,00,000000
201902,1344759,1,0,12,7214432,0,0801,0,201605,8500,0,00,000000
201907,1018136,1,0,12,6967879,0,0801,0,201906,4000,0,00,000000
201911,1027683,1,0,12,8716972,0,0801,0,201701,10000,0,00,000000
201903,91979,1,0,12,9665656,0,1201,0,201405,0,0,00,000000
201811,1109501,1,0,12,7388699,0,0801,0,201405,10000,0,00,000000
202003,837720,1,0,12,2515017,0,1101,0,201902,0,0,00,000000
202005,157344,1,0,12,2116858,0,0801,0,201812,10000,0,00,000000
201810,1018136,1,0,12,2466357,0,0801,0,201207,10000,0,00,000000
201809,482085,1,0,12,5576822,0,1201,0,201511,0,0,00,000000
201904,1520245,1,0,12,2681136,0,1201,0,201411,0,0,00,000000
201806,442328,1,0,12,9728207,0,0601,0,201311,0,0,00,000000
201907,280824,1,0,12,9109029,0,0601,0,201312,0,0,00,000000
201907,1588275,1,0,12,6306698,0,0801,0,201407,10000,0,00,000000
202005,544169,1,0,12,4654818,0,0601,0,201511,0,0,00,000000
201811,1801383,1,0,12,3695830,0,1201,0,201709,0,0,00,000000
201901,1801383,1,0,12,3695830,0,1201,0,201709,0,0,00,000000
201809,280824,1,0,12,9109029,0,0601,0,201312,0,0,00,000000
201908,1734207,1,0,12,7288917,0,0801,0,201703,1700,0,00,000000
201908,831130,1,0,12,1306323,0,1101,0,201811,0,0,00,000000
201901,1344759,1,0,12,7214432,0,0801,0,201605,8500,0,00,000000
202003,1588275,1,0,12,6306698,0,0801,0,201407,10000,0,00,000000
201905,1444027,1,0,12,8357504,0,0606,0,201404,0,0,00,000000
201904,1241221,1,0,12,9596539,0,1201,0,201712,0,0,00,000000
201906,411261,1,0,12,2518177,0,0801,0,201210,10000,0,00,000000
201908,1777776,1,0,12,102371,0,0801,0,201804,1100,0,00,000000
202005,25738,1,0,12,7349844,0,0601,0,201604,0,0,00,000000
202002,593747,1,0,12,6394911,0,0601,0,201312,0,0,00,000000
201909,1734207,1,0,12,7288917,0,0801,0,201703,1700,0,00,000000
202006,442328,1,0,12,9728207,0,0601,0,201311,0,0,00,000000
201901,831130,1,0,12,1306323,0,1101,0,201811,0,0,00,000000
202006,1817113,1,0,12,6390468,0,0801,0,201904,5100,0,00,000000
201910,433575,1,0,12,4819246,0,0601,0,201710,0,0,00,000000
201811,365804,1,0,12,4743005,0,1301,0,201403,0,0,00,000000
201806,193724,1,0,12,5456678,0,0601,0,201802,0,0,00,000000
201904,91979,1,0,12,5735293,0,0604,0,201209,0,0,00,000000
202005,1581724,1,0,12,4966296,0,1301,0,201701,0,0,00,000000
201903,1274676,1,0,12,3713425,0,0801,0,201511,3700,0,00,000000
201903,544169,1,0,12,4654818,0,0601,0,201511,0,0,00,000000
202005,704436,1,0,12,6728719,0,1201,0,201811,0,0,00,000000
202005,570275,1,0,12,7866753,0,0801,0,201804,9400,0,00,000000
201908,593747,1,0,12,6394911,0,0601,0,201312,0,0,00,000000
201910,600192,1,0,12,8905496,0,0601,0,201601,0,0,00,000000
201810,433575,1,0,12,4819246,0,0601,0,201710,0,0,00,000000
201904,193724,1,0,12,5456678,0,0601,0,201802,0,0,00,000000
201812,544169,1,0,12,4654818,0,0601,0,201708,0,0,00,000000
201909,692983,1,0,12,6207258,0,0601,0,201306,0,0,00,000000
201807,421279,1,0,12,6749131,0,1201,0,201410,0,0,00,000000
201910,544169,1,0,12,4654818,0,0601,0,201511,0,0,00,000000
201806,901612,1,0,12,8017200,0,0801,0,201302,2200,0,00,000000
201809,692983,1,0,12,6207258,0,0601,0,201306,0,0,00,000000
201907,1121897,1,0,12,4876836,0,0801,0,201310,8700,0,00,000000
201811,593747,1,0,12,6394911,0,0601,0,201312,0,0,00,000000
201809,280824,1,0,12,9109029,0,0601,0,201312,0,0,00,000000
201806,928778,1,0,12,1427870,0,1201,0,201704,0,0,00,000000
201911,569306,1,0,12,2069052,0,1301,0,201412,0,0,00,000000
202004,837720,1,0,12,2515017,0,1101,0,201902,0,0,00,000000
201905,855491,1,0,12,8999480,0,1201,0,201712,0,0,00,000000
201806,1422268,1,0,12,3905658,0,0601,0,201505,0,0,00,000000
201904,624179,1,0,12,4974721,0,0601,0,201504,0,0,00,000000
201902,593747,1,0,12,6394911,0,0601,0,201312,0,0,00,000000
201810,193724,1,0,12,5456678,0,0601,0,201802,0,0,00,000000
201904,704436,1,0,12,6728719,0,0801,0,201303,10000,0,00,000000
201912,1241221,1,0,12,9596539,0,1201,0,201712,0,0,00,000000
201809,1343421,1,0,12,5897252,0,0801,0,201503,5100,0,00,000000
202001,25738,1,0,12,7349844,0,0601,0,201604,0,0,00,000000
201812,947740,1,0,12,5991805,0,0601,0,201209,0,0,00,000000
201810,544169,1,0,12,4654818,0,0601,0,201511,0,0,00,000000
201907,1422268,1,0,12,3905658,0,0601,0,201505,0,0,00,000000
202002,1444027,1,0,12,8357504,0,0606,0,201404,0,0,00,000000
201812,25738,1,0,12,5152802,0,0604,0,201709,0,0,00,000000
201905,868921,1,0,12,2937154,0,0801,0,201809,1400,0,00,000000
201906,1018136,1,0,12,9315299,0,0601,0,201602,0,0,00,000000
201907,1753399,1,0,12,1596133,0,0601,0,201902,0,0,00,000000
201909,569306,1,0,12,2069052,0,1301,0,201412,0,0,00,000000
201903,593747,1,0,12,6394911,0,0601,0,201312,0,0,00,000000
201908,300578,1,0,12,7681591,0,0801,0,201902,4000,0,00,000000
201809,569306,1,0,12,2069052,0,1301,0,201412,0,0,00,000000
201901,1569844,1,0,12,4604587,0,0801,0,201606,10000,0,00,000000
201912,551054,1,0,12,2605268,0,1201,0,201709,0,0,00,000000
201901,433575,1,0,12,4819246,0,0601,0,201710,0,0,00,000000
202006,108250,1,0,12,5173768,0,0801,0,201812,2200,0,00,000000
201806,704436,1,0,12,6728719,0,0801,0,201303,10000,0,00,000000
202001,25738,1,0,12,5152802,0,0604,0,201709,0,0,00,000000
201905,1817113,1,0,12,6390468,0,0801,0,201904,5100,0,00,000000
201910,442328,1,0,12,9728207,0,0601,0,201311,0,0,00,000000
201904,1871432,1,0,12,7360320,0,0801,0,201709,4400,0,00,000000
202005,1290415,1,0,12,3304923,0,1201,0,201606,0,0,00,000000
201903,855491,1,0,12,8999480,0,1201,0,201712,0,0,00,000000
202006,1274676,1,0,12,3713425,0,0801,0,201511,3700,0,00,000000
201809,442328,1,0,12,5466203,0,1201,0,201707,0,0,00,000000
202004,1121897,1,0,12,4876836,0,0801,0,201310,8700,0,00,000000
201902,58022,1,0,12,887647,0,0601,0,201211,0,0,00,000000
201807,901612,1,0,12,8017200,0,0801,0,201302,2200,0,00,000000
202006,1801383,1,0,12,3695830,0,1201,0,201709,0,0,00,000000
202001,476973,1,0,12,7643094,0,1201,0,201710,0,0,00,000000
202006,1777776,1,0,12,102371,0,0801,0,201804,1100,0,00,000000
201810,1018136,1,0,12,9315299,0,0601,0,201602,0,0,00,000000
201902,520646,1,0,12,6938271,0,0801,0,201809,3100,0,00,000000
201906,1801383,1,0,12,3695830,0,1201,0,201709,0,0,00,000000
201907,551054,1,0,12,2975110,0,0801,0,201209,4700,0,00,000000
201906,70442,1,0,12,3526055,0,0601,0,201902,0,0,00,000000
201812,593747,1,0,12,6394911,0,0601,0,201312,0,0,00,000000
201905,195202,1,0,12,7639660,0,1201,0,201511,0,0,00,000000
201901,1802806,1,0,12,4316588,0,1201,0,201407,0,0,00,000000
201904,831130,1,0,12,1306323,0,1101,0,201811,0,0,00,000000
201912,1018136,1,0,12,9315299,0,0601,0,201602,0,0,00,000000
201905,1343421,1,0,12,5897252,0,0801,0,201503,5100,0,00,000000
201907,1018136,1,0,12,9315299,0,0601,0,201612,0,0,00,000000
202006,1044526,1,0,12,3297179,0,0801,0,201705,10000,0,00,000000
201910,70442,1,0,12,3526055,0,0601,0,201308,0,0,00,000000
201806,1018136,1,0,12,9315299,0,0601,0,201602,0,0,00,000000
201912,692983,1,0,12,6207258,0,0601,0,201306,0,0,00,000000
201808,195202,1,0,12,7639660,0,1201,0,201511,0,0,00,000000
201909,1290415,1,0,12,3304923,0,1201,0,201606,0,0,00,000000
201812,433575,1,0,12,4819246,0,0601,0,201710,0,0,00,000000
201909,25738,1,0,12,5152802,0,0604,0,201709,0,0,00,000000
201909,396184,1,0,12,6365008,0,1301,0,201903,0,0,00,000000
201812,928778,1,0,12,1427870,0,1201,0,201704,0,0,00,000000
201910,1241221,1,0,12,9596539,0,1201,0,201712,0,0,00,000000
201811,901612,1,0,12,8017200,0,0801,0,201209,3100,0,00,000000
201812,1753399,1,0,12,1596133,0,0601,0,201808,0,0,00,000000
201906,1044526,1,0,12,3297179,0,0801,0,201705,10000,0,00,000000
201806,544169,1,0,12,4654818,0,0601,0,201511,0,0,00,000000
201812,855491,1,0,12,8999480,0,1201,0,201712,0,0,00,000000
201806,860177,1,0,12,6664966,0,0801,0,201512,7800,0,00,000000
201904,1802806,1,0,12,4316588,0,1201,0,201407,0,0,00,000000
201901,1520245,1,0,12,2681136,0,1201,0,201411,0,0,00,000000
201906,1018136,1,0,12,6967879,0,0801,0,201906,4000,0,00,000000
201908,157344,1,0,12,2116858,0,0801,0,201812,10000,0,00,000000
201908,1581724,1,0,12,4966296,0,1301,0,201701,0,0,00,000000
201911,195202,1,0,12,7639660,0,1201,0,201511,0,0,00,000000
202005,444855,1,0,12,4419611,0,1201,0,201711,0,0,00,000000
201909,25738,1,0,12,8050188,0,0801,0,201702,1000,0,00,000000
201811,941285,1,0,12,7569422,0,0601,0,201312,0,0,00,000000
201901,91979,1,0,12,9665656,0,1201,0,201405,0,0,00,000000
201903,1484582,1,0,12,3491150,0,1201,0,201808,0,0,00,000000
201901,1121897,1,0,12,4876836,0,0801,0,201310,8700,0,00,000000
201905,837720,1,0,12,2515017,0,1101,0,201902,0,0,00,000000
201907,1444027,1,0,12,8357504,0,0606,0,201404,0,0,00,000000
202005,1018136,1,0,12,9315299,0,0601,0,201612,0,0,00,000000
201903,58022,1,0,12,887647,0,0601,0,201211,0,0,00,000000
202002,1422268,1,0,12,3905658,0,0601,0,201505,0,0,00,000000
201909,444855,1,0,12,4419611,0,1201,0,201711,0,0,00,000000
202002,551054,1,0,12,2605268,0,1201,0,201709,0,0,00,000000
201907,1753399,1,0,12,1596133,0,0601,0,201902,0,0,00,000000
201906,1734207,1,0,12,7288917,0,0801,0,201703,1700,0,00,000000
201901,692983,1,0,12,6207258,0,0601,0,201306,0,0,00,000000
201905,91979,1,0,12,5735293,0,0604,0,201209,0,0,00,000000
201911,544169,1,0,12,4654818,0,0601,0,201511,0,0,00,000000
201809,1540323,1,0,12,6890003,0,0606,0,201203,0,0,00,000000
201911,692983,1,0,12,6207258,0,0601,0,201306,0,0,00,000000
201807,544169,1,0,12,4654818,0,0601,0,201511,0,0,00,000000
202006,195202,1,0,12,7639660,0,1201,0,201511,0,0,00,000000
201810,593747,1,0,12,6394911,0,0601,0,201312,0,0,00,000000
201806,25738,1,0,12,7349844,0,0601,0,201604,0,0,00,000000
201812,1344759,1,0,12,7214432,0,0801,0,201605,8500,0,00,000000
201904,25738,1,0,12,8050188,0,0801,0,201702,1000,0,00,000000
201906,908644,1,0,12,4611012,0,0801,0,201306,10000,0,00,000000
201903,704436,1,0,12,6728719,0,1201,0,201811,0,0,00,000000
201902,433575,1,0,12,4819246,0,0601,0,201710,0,0,00,000000
202001,1444027,1,0,12,8357504,0,0606,0,201404,0,0,00,000000
202002,365766,1,0,12,266601,0,0801,0,201909,10000,0,00,000000
201902,444855,1,0,12,4419611,0,1201,0,201711,0,0,00,000000
201907,1717058,1,0,12,814016,0,0801,0,201508,5000,0,00,000000
201909,692983,1,0,12,6207258,0,0601,0,201306,0,0,00,000000
201912,837720,1,0,12,2515017,0,1101,0,201902,0,0,00,000000
201901,544169,1,0,12,4654818,0,0601,0,201511,0,0,00,000000
201811,1083759,1,0,12,8290991,0,1201,0,201601,0,0,00,000000
201902,193724,1,0,12,5456678,0,0601,0,201802,0,0,00,000000
201807,1540323,1,0,12,6890003,0,0606,0,201203,0,0,00,000000
201901,1080202,1,0,12,881990,0,0801,0,201207,7600,0,00,000000
201912,157344,1,0,12,2116858,0,0801,0,201812,10000,0,00,000000
201809,1018136,1,0,12,9315299,0,0601,0,201602,0,0,00,000000
201903,1290415,1,0,12,3304923,0,1201,0,201606,0,0,00,000000
201808,593747,1,0,12,6394911,0,0601,0,201312,0,0,00,000000
201903,1588275,1,0,12,6306698,0,0801,0,201407,10000,0,00,000000
202006,39423,1,0,12,5827124,0,0801,0,201506,1000,0,00,000000
201910,8630,1,0,12,2333012,0,0601,0,201902,0,0,00,000000
201809,411261,1,0,12,2518177,0,0801,0,201210,10000,0,00,000000
201907,1520245,1,0,12,2681136,0,1201,0,201411,0,0,00,000000
201905,1717058,1,0,12,161091,0,0801,0,201903,10000,0,00,000000
201905,901612,1,0,12,8017200,0,0801,0,201302,2200,0,00,000000
201912,444855,1,0,12,4419611,0,1201,0,201711,0,0,00,000000
201908,442328,1,0,12,5466203,0,1201,0,201707,0,0,00,000000
201909,1043198,1,0,12,7473187,0,0801,0,201409,10000,0,00,000000
201811,1444027,1,0,12,8357504,0,0606,0,201404,0,0,00,000000
201806,1520245,1,0,12,2681136,0,1201,0,201411,0,0,00,000000
201905,1274676,1,0,12,3713425,0,0801,0,201511,3700,0,00,000000
202004,704436,1,0,12,6728719,0,1201,0,201811,0,0,00,000000
202001,25738,1,0,12,8050188,0,0801,0,201702,1000,0,00,000000
201910,1109501,1,0,12,7388699,0,0801,0,201405,10000,0,00,000000
201912,25738,1,0,12,5152802,0,0604,0,201709,0,0,00,000000
201812,1109501,1,0,12,7388699,0,0801,0,201405,10000,0,00,000000
201907,600192,1,0,12,8905496,0,0601,0,201601,0,0,00,000000
202006,1717058,1,0,12,161091,0,0801,0,201903,10000,0,00,000000
202004,1018136,1,0,12,9315299,0,0601,0,201602,0,0,00,000000
201910,1018136,1,0,12,9315299,0,0601,0,201612,0,0,00,000000
201912,928778,1,0,12,1427870,0,1201,0,201704,0,0,00,000000
201808,890200,1,0,12,6000565,0,0801,0,201408,10000,0,00,000000
201902,221671,1,0,12,9518947,0,0801,0,201206,5400,0,00,000000
201812,1241221,1,0,12,9596539,0,1201,0,201712,0,0,00,000000
201806,947740,1,0,12,5991805,0,0601,0,201209,0,0,00,000000
201812,551054,1,0,12,2975110,0,0801,0,201209,4700,0,00,000000
201908,901612,1,0,12,8017200,0,0801,0,201209,3100,0,00,000000
201909,928778,1,0,12,1427870,0,1201,0,201704,0,0,00,000000
201905,1871432,1,0,12,7360320,0,0801,0,201708,10000,0,00,000000
201912,280824,1,0,12,9109029,0,0601,0,201312,0,0,00,000000
201908,609813,1,0,12,9937118,0,0604,0,201709,0,0,00,000000
201808,1802806,1,0,12,4316588,0,1201,0,201407,0,0,00,000000
201901,334088,1,0,12,820162,0,0601,0,201703,0,0,00,000000
201809,476973,1,0,12,7643094,0,1201,0,201710,0,0,00,000000
201905,1734207,1,0,12,7288917,0,0801,0,201703,1700,0,00,000000
201901,868921,1,0,12,2937154,0,0801,0,201809,1400,0,00,000000
201811,458967,1,0,12,5034547,0,0801,0,201705,10000,0,00,000000
201809,941285,1,0,12,7569422,0,0601,0,201312,0,0,00,000000
201903,569306,1,0,12,2069052,0,1301,0,201412,0,0,00,000000
201812,1777776,1,0,12,102371,0,0801,0,201804,1100,0,00,000000
201909,1817113,1,0,12,6390468,0,0801,0,201904,5100,0,00,000000
201903,890200,1,0,12,6000565,0,0801,0,201408,10000,0,00,000000
201808,505119,1,0,12,5778122,0,0801,0,201201,10000,0,00,000000
202003,890200,1,0,12,6000565,0,0801,0,201408,10000,0,00,000000
201903,433575,1,0,12,4819246,0,0601,0,201710,0,0,00,000000
201904,300578,1,0,12,7681591,0,0801,0,201902,4000,0,00,000000
201809,1241221,1,0,12,9596539,0,1201,0,201712,0,0,00,000000
202002,544169,1,0,12,4654818,0,0601,0,201708,0,0,00,000000
201909,901612,1,0,12,8017200,0,0801,0,201302,2200,0,00,000000
201912,860177,1,0,12,6664966,0,0801,0,201512,7800,0,00,000000
202006,1043198,1,0,12,7473187,0,0801,0,201409,10000,0,00,000000
201903,1121897,1,0,12,4876836,0,0801,0,201310,8700,0,00,000000
201910,1676639,1,0,12,9212469,0,1201,0,201411,0,0,00,000000
201901,544169,1,0,12,4654818,0,0601,0,201511,0,0,00,000000
202002,1734207,1,0,12,7288917,0,0801,0,201703,1700,0,00,000000
201902,1080202,1,0,12,881990,0,0801,0,201207,7600,0,00,000000
201909,433575,1,0,12,4819246,0,0601,0,201710,0,0,00,000000
201906,1581724,1,0,12,9816869,0,0601,0,201701,0,0,00,000000
202006,911518,1,0,12,347099,0,0801,0,201603,1500,0,00,000000
201806,551054,1,0,12,2975110,0,0801,0,201209,4700,0,00,000000
201807,1637480,1,0,12,3577426,0,0604,0,201308,0,0,00,000000
201907,704436,1,0,12,6728719,0,0801,0,201303,10000,0,00,000000
201810,1241221,1,0,12,9596539,0,1201,0,201712,0,0,00,000000
201806,1343421,1,0,12,5897252,0,0801,0,201503,5100,0,00,000000
202003,1717058,1,0,12,161091,0,0801,0,201903,10000,0,00,000000
201908,1817113,1,0,12,6390468,0,0801,0,201904,5100,0,00,000000
202003,334088,1,0,12,820162,0,0601,0,201703,0,0,00,000000
202006,1717058,1,0,12,814016,0,0801,0,201508,5000,0,00,000000
202002,25738,1,0,12,8050188,0,0801,0,201702,1000,0,00,000000
202004,300578,1,0,12,7681591,0,0801,0,201902,4000,0,00,000000
201810,551054,1,0,12,2605268,0,1201,0,201709,0,0,00,000000
201806,633222,1,0,12,7719702,0,1301,0,201410,0,0,00,000000
201905,1484582,1,0,12,3345425,0,0801,0,201301,10000,0,00,000000
201901,58022,1,0,12,887647,0,0601,0,201211,0,0,00,000000
201907,396184,1,0,12,6365008,0,1301,0,201903,0,0,00,000000
201912,1018136,1,0,12,9315299,0,0601,0,201612,0,0,00,000000
201903,1080202,1,0,12,881990,0,0801,0,201207,7600,0,00,000000
201907,1871432,1,0,12,7360320,0,0801,0,201709,4400,0,00,000000
201806,193724,1,0,12,6002037,0,1201,0,201401,0,0,00,000000
201808,25738,1,0,12,7349844,0,0601,0,201604,0,0,00,000000
201904,1241221,1,0,12,8924410,0,0606,0,201312,0,0,00,000000
201807,1676639,1,0,12,9212469,0,1201,0,201411,0,0,00,000000
201911,1343421,1,0,12,5897252,0,0801,0,201503,5100,0,00,000000
202001,1557161,1,0,12,7203538,0,0801,0,201409,10000,0,00,000000
202001,1871432,1,0,12,7360320,0,0801,0,201708,10000,0,00,000000
202005,280824,1,0,12,9109029,0,0601,0,201312,0,0,00,000000
201807,444855,1,0,12,4419611,0,1201,0,201711,0,0,00,000000
201902,1484582,1,0,12,3345425,0,0801,0,201301,10000,0,00,000000
201908,283778,1,0,12,1555216,0,0801,0,201901,1600,0,00,000000
201808,1043198,1,0,12,7473187,0,0801,0,201409,10000,0,00,000000
202006,433575,1,0,12,4819246,0,0601,0,201710,0,0,00,000000
201904,1817113,1,0,12,6390468,0,0801,0,201904,5100,0,00,000000
202006,1753399,1,0,12,1596133,0,0601,0,201902,0,0,00,000000
201906,180761,1,0,12,6364071,0,1201,0,201705,0,0,00,000000
201901,476973,1,0,12,7643094,0,1201,0,201710,0,0,00,000000
201810,780775,1,0,12,3167983,0,0801,0,201306,2900,0,00,000000
202004,444855,1,0,12,4419611,0,1201,0,201711,0,0,00,000000
201910,837720,1,0,12,2515017,0,1101,0,201902,0,0,00,000000
201810,193724,1,0,12,6002037,0,1201,0,201401,0,0,00,000000
201909,704436,1,0,12,6728719,0,0801,0,201303,10000,0,00,000000
201906,1241221,1,0,12,9596539,0,1201,0,201712,0,0,00,000000
201807,180761,1,0,12,6364071,0,1201,0,201705,0,0,00,000000
202005,70442,1,0,12,3526055,0,0601,0,201308,0,0,00,000000
201807,1802679,1,0,12,9737952,0,0801,0,201606,3500,0,00,000000
201809,1557161,1,0,12,7203538,0,0801,0,201409,10000,0,00,000000
201912,1777776,1,0,12,102371,0,0801,0,201901,1000,0,00,000000
201806,25738,1,0,12,5152802,0,0604,0,201709,0,0,00,000000
201807,1717058,1,0,12,814016,0,0801,0,201508,5000,0,00,000000
201810,624179,1,0,12,4974721,0,0601,0,201504,0,0,00,000000
201903,1801383,1,0,12,3695830,0,1201,0,201709,0,0,00,000000
201906,1083759,1,0,12,8290991,0,1201,0,201601,0,0,00,000000
202001,1817113,1,0,12,6390468,0,0801,0,201904,5100,0,00,000000
201902,25738,1,0,12,8050188,0,0801,0,201702,1000,0,00,000000
202004,860177,1,0,12,6664966,0,0801,0,201512,7800,0,00,000000
201911,609813,1,0,12,9937118,0,0604,0,201709,0,0,00,000000
202006,1753399,1,0,12,254515,0,0801,0,201910,1000,0,00,000000
202006,1484582,1,0,12,3491150,0,1201,0,201808,0,0,00,000000
202005,1801383,1,0,12,3695830,0,1201,0,201709,0,0,00,000000
201904,947740,1,0,12,5991805,0,0601,0,201209,0,0,00,000000
201911,692983,1,0,12,6207258,0,0601,0,201306,0,0,00,000000
201806,1676639,1,0,12,9212469,0,1201,0,201411,0,0,00,000000
201912,704436,1,0,12,6728719,0,0801,0,201303,10000,0,00,000000
201903,421279,1,0,12,6749131,0,1201,0,201410,0,0,00,000000
201807,442328,1,0,12,5466203,0,1201,0,201707,0,0,00,000000
201810,1581724,1,0,12,9816869,0,0601,0,201701,0,0,00,000000
202001,157344,1,0,12,2116858,0,0801,0,201812,10000,0,00,000000
201812,421279,1,0,12,6749131,0,1201,0,201410,0,0,00,000000
201905,1557161,1,0,12,7203538,0,0801,0,201409,10000,0,00,000000
201911,70442,1,0,12,3526055,0,0601,0,201902,0,0,00,000000
201903,901612,1,0,12,8017200,0,0801,0,201209,3100,0,00,000000
201909,1801383,1,0,12,3695830,0,1201,0,201709,0,0,00,000000
201904,1080202,1,0,12,881990,0,0801,0,201207,7600,0,00,000000
201908,1753399,1,0,12,1596133,0,0601,0,201902,0,0,00,000000
201907,25738,1,0,12,7349844,0,0601,0,201604,0,0,00,000000
201911,1290415,1,0,12,3304923,0,1201,0,201606,0,0,00,000000
201902,901612,1,0,12,8017200,0,0801,0,201302,2200,0,00,000000
201908,1484582,1,0,12,3491150,0,1201,0,201808,0,0,00,000000
201901,947740,1,0,12,5991805,0,0601,0,201209,0,0,00,000000
201812,1043198,1,0,12,7473187,0,0801,0,201409,10000,0,00,000000
201903,221671,1,0,12,9518947,0,0801,0,201206,5400,0,00,000000
201903,1018136,1,0,12,9315299,0,0601,0,201602,0,0,00,000000
201907,283778,1,0,12,1555216,0,0801,0,201901,1600,0,00,000000
202002,704436,1,0,12,6728719,0,0801,0,201303,10000,0,00,000000
