YM,JOIN_SN,JOIN_SN_TYP,BIZ_SN,SCTR_CD,COM_SN,IS_ME,DLQ_CD_1,DLQ_CD_2,DLQ_RGST_DT,DLQ_RGST_AMT,DLQ_AMT,RLS_RSN_CD,RLS_DT
201808,1729585,1,0,01,3498450,0,0104,7,201506,720,720,00,000000
201907,1848419,1,0,05,1688128,0,0103,0,201904,3000,860,00,000000
202001,70442,1,0,12,5513566,0,0112,0,201403,950,950,00,000000
201903,509081,1,61,12,3263336,0,0202,0,201503,100000,100000,00,000000
201901,1008217,1,0,12,9353708,0,0202,0,201706,7200,7000,00,000000
202002,56488,1,0,05,3992172,0,0104,7,201312,2200,2200,00,000000
201903,620024,1,0,01,349169,0,0101,7,201807,4000,4000,00,000000
202006,1848419,1,0,05,1688128,0,0103,0,201904,3000,100,00,000000
202006,70442,1,0,12,5513566,0,0112,0,201403,950,950,00,000000
201911,1395507,1,0,01,1420371,0,0104,7,201908,3700,3700,00,000000
202004,1227143,1,0,03,4800458,0,0101,7,201212,9400,920,99,201912
202006,1905659,1,0,24,9765111,0,0101,0,201709,3200,3200,00,000000
201907,1026169,1,0,05,667807,0,0104,7,201303,800,800,00,000000
202006,1729585,1,0,24,5276382,0,0101,0,201509,6000,6000,00,000000
201909,105484,1,0,12,3780409,0,0112,0,201401,10000,10000,00,000000
202003,504767,1,0,24,4711123,0,0101,0,201711,2600,2600,00,000000
201909,509081,1,0,12,6408279,0,0101,0,201502,2700,2700,00,000000
202006,18917,1,162818,12,6518856,0,0202,0,202005,3400,3400,00,000000
201806,473853,1,0,12,9718758,0,0112,0,201701,3500,3500,00,000000
201912,433575,1,104539,05,4202551,0,0104,7,201707,6000,6000,00,000000
201809,509081,1,0,12,6408279,0,0101,0,201502,2700,2700,00,000000
201908,1740395,1,0,12,3779466,0,0201,0,201703,870,870,00,000000
201806,1729585,1,0,21,9944291,0,0101,7,201509,6000,6000,00,000000
201901,1729585,1,0,12,6342513,0,0201,0,201509,1100,950,00,000000
202003,1193489,1,0,01,878248,0,0101,7,201304,2100,2100,00,000000
201902,1589211,1,0,21,3770829,0,0101,0,201108,38000,38000,99,201808
201811,1193489,1,0,01,878248,0,0101,7,201304,2100,2100,00,000000
202006,1095770,1,0,01,4510831,0,0104,7,201805,100,100,00,000000
202006,104701,1,0,08,1559419,0,0101,7,202001,550,550,00,000000
201905,1300052,1,0,12,4048021,0,0202,0,201708,9000,7000,00,000000
201910,532120,1,0,12,8479591,0,0201,0,201508,29000,0,01,201905
201909,1740395,1,0,12,3779466,0,0201,0,201909,200,200,00,000000
201812,831130,1,157862,12,668010,0,0202,0,201208,12000,3500,10,201811
201907,433575,1,0,24,5561252,0,0104,0,201707,32000,32000,00,000000
202001,1848419,1,0,05,1688128,0,0103,0,201904,3000,680,00,000000
201904,1008217,1,0,12,9353708,0,0202,0,201706,7200,7000,00,000000
201808,232560,1,0,05,8083019,0,0104,7,201507,330,330,00,000000
202005,1133879,1,0,24,8317840,0,0101,0,201605,3200,3200,00,000000
201904,1729585,1,0,21,9944291,0,0101,7,201509,6000,6000,00,000000
201808,1740395,1,0,12,3779466,0,0201,0,201703,880,880,00,000000
201911,1227143,1,0,03,4800458,0,0101,7,201212,9400,920,00,000000
201811,1929047,1,0,21,6580465,0,0101,0,201203,19000,19000,00,000000
201807,831130,1,0,12,9228187,0,0101,0,201207,5300,5300,00,000000
201904,1227143,1,0,03,4800458,0,0202,0,201306,9100,9100,00,000000
201905,1606164,1,0,24,8520866,0,0101,0,201904,3500,3500,00,000000
201901,818279,1,0,01,8576723,0,0101,7,201205,2000,2000,00,000000
201811,1193489,1,0,03,9844090,0,0101,7,201303,3200,3200,00,000000
202005,720252,1,0,01,2730161,0,0104,0,202002,1800,1600,00,000000
202001,959742,1,0,05,2830386,0,0104,7,201710,830,830,00,000000
201911,1848419,1,0,05,1688128,0,0103,0,201904,3000,1200,00,000000
201807,1588275,1,0,01,5103172,0,0102,7,201212,730,730,00,000000
201809,396184,1,0,01,5148246,0,0104,7,201802,770,770,00,000000
201911,1840648,1,0,12,1004990,0,0101,0,201208,330,330,99,201908
202004,1848419,1,0,05,1688128,0,0103,0,201908,320,120,00,000000
201907,379568,1,0,17,7612422,0,0101,7,201903,11000,11000,00,000000
201808,1740395,1,0,12,3779466,0,0201,0,201703,870,870,00,000000
201911,1729585,1,0,24,4258787,0,0101,0,201601,4800,4800,00,000000
201812,1227143,1,0,03,4800458,0,0101,7,201210,20000,2000,00,000000
201902,520646,1,159242,12,161305,0,0202,7,201203,12000,12000,00,000000
201912,1871432,1,0,12,1087764,0,0201,0,201909,390,390,00,000000
202005,1753399,1,0,12,6764747,0,0201,0,201605,530,390,00,000000
201905,509081,1,0,12,6408279,0,0101,0,201502,29000,29000,00,000000
202002,1564265,1,0,01,6866336,0,0104,7,201704,390,100,00,000000
201906,1524873,1,0,03,5512435,0,0101,0,201711,36000,36000,00,000000
201806,1740395,1,0,12,3779466,0,0201,0,201703,880,880,00,000000
201806,1729585,1,0,12,6342513,0,0201,0,201509,1100,1100,00,000000
202004,1026169,1,0,12,4767760,0,0112,0,201308,4000,4000,00,000000
202001,848677,1,0,24,2065979,0,0101,0,201609,2700,2700,00,000000
201810,361181,1,0,12,7263430,0,0101,0,201210,4400,4400,00,000000
201906,1103380,1,139560,12,8505111,0,0202,7,201707,19000,19000,00,000000
202002,433575,1,104539,12,4801698,0,0202,7,201708,100000,100000,00,000000
201901,1740395,1,0,12,3779466,0,0201,0,201703,870,870,00,000000
201902,232560,1,0,05,8083019,0,0104,7,201507,330,330,00,000000
201806,473853,1,0,05,4646597,0,0104,7,201701,800,800,00,000000
201809,1753399,1,0,01,3218147,0,0101,0,201808,540,120,00,000000
201808,473853,1,0,01,4805115,0,0104,7,201702,1100,1100,00,000000
201912,620024,1,38980,01,3909459,0,0104,7,201806,4000,3500,00,000000
201907,1270357,1,0,05,5572978,0,0104,7,201708,100,100,00,000000
201811,1008217,1,0,12,9353708,0,0202,0,201706,7200,7000,00,000000
202006,1848591,1,0,12,636832,0,0202,0,201308,39000,39000,00,000000
202006,379568,1,0,17,7612422,0,0101,7,201903,11000,7900,00,000000
201810,1840648,1,0,05,5347249,0,0103,7,201212,5600,5600,00,000000
202003,600506,1,0,05,1788606,0,0104,0,202002,1000,1000,00,000000
201910,831130,1,157862,12,668010,0,0202,0,201208,12000,3500,10,201811
202006,433575,1,0,05,7208264,0,0103,7,201707,18000,18000,00,000000
201910,1103380,1,0,01,9109424,0,0101,0,201707,19000,2,00,000000
201909,1133879,1,0,24,244086,0,0101,0,201608,980,980,00,000000
201809,1193489,1,0,03,9844090,0,0101,7,201303,2300,2300,00,000000
201808,1065715,1,0,12,588471,0,0202,0,201805,11000,11000,00,000000
201903,1564541,1,95003,12,8563093,0,0202,0,201701,10000,10000,06,201811
201901,433575,1,0,05,4202551,0,0103,7,201707,18000,18000,00,000000
202001,1065715,1,0,12,588471,0,0202,0,201805,11000,11000,00,000000
201812,1193489,1,175787,12,2348823,0,0202,7,201305,16000,16000,00,000000
201912,105484,1,0,12,3780409,0,0112,0,201401,10000,10000,00,000000
201810,1807387,1,0,12,450553,0,0201,0,201708,900,390,00,000000
201809,1588275,1,0,12,8411835,0,0202,7,201101,9200,9200,99,201801
202001,1943630,1,0,01,6567615,0,0103,7,201309,1500,1500,00,000000
201908,433575,1,0,05,7208264,0,0104,7,201707,18000,19000,00,000000
202002,1840648,1,0,12,1004990,0,0101,0,201208,330,330,99,201908
201912,1905659,1,0,24,2301028,0,0101,0,201709,3200,3200,00,000000
202004,1848419,1,0,05,1688128,0,0103,0,201909,240,100,00,000000
201912,1807387,1,0,05,8283661,0,0104,7,201606,220,220,00,000000
201809,1270357,1,0,05,5572978,0,0104,7,201708,100,100,00,000000
202003,959742,1,0,24,2942287,0,0101,0,201806,1700,1700,00,000000
201912,280824,1,0,24,1016150,0,0101,0,201812,4200,4200,00,000000
201912,1848419,1,0,05,1688128,0,0103,0,201909,220,100,00,000000
201909,1227143,1,0,03,4800458,0,0101,7,201308,13000,2500,00,000000
201905,1227143,1,0,03,4800458,0,0101,7,201308,13000,2500,00,000000
201906,1327076,1,0,05,8667064,0,0104,7,201410,270,270,00,000000
202002,532120,1,0,12,8479591,0,0201,0,201508,29000,0,01,201905
201907,959742,1,0,24,2942287,0,0101,0,201806,1700,1700,00,000000
201807,1777776,1,145634,12,2428849,0,0202,7,201104,3900,3900,99,201804
202001,520646,1,159242,12,161305,0,0202,7,201203,12000,12000,99,201903
201808,620024,1,38980,05,108385,0,0104,0,201806,2600,2600,00,000000
202006,433575,1,104539,12,4801698,0,0202,7,201708,100000,100000,00,000000
201905,1227143,1,0,03,4800458,0,0202,0,201306,9100,9100,00,000000
201902,959742,1,168631,12,5359103,0,0202,0,201804,8100,8100,00,000000
202004,877396,1,0,03,1832907,0,0203,0,201212,3200,3200,99,201912
202005,1650210,1,0,24,6749565,0,0101,0,201301,2500,2500,99,202001
201901,424360,1,0,01,8060875,0,0104,7,201711,100,100,00,000000
202005,18917,1,162818,12,6518856,0,0202,0,202005,3400,3400,00,000000
201807,620024,1,0,01,349169,0,0101,0,201807,4000,4000,00,000000
202005,18917,1,0,01,1033688,0,0101,0,202004,5400,1400,00,000000
201909,1740395,1,0,12,3779466,0,0201,0,201703,870,870,00,000000
201910,1753399,1,0,12,6764747,0,0201,0,201603,510,440,00,000000
202005,1871432,1,0,12,1087764,0,0201,0,201909,390,390,00,000000
202001,1452756,1,0,05,8053459,0,0104,7,201403,2200,2200,00,000000
201906,1588275,1,0,05,6274507,0,0104,7,201306,7000,7000,00,000000
201910,1650210,1,0,24,6749565,0,0101,0,201301,2500,2500,00,000000
201810,686407,1,0,12,3536845,0,0115,0,201606,900,900,00,000000
201912,361181,1,0,12,7263430,0,0101,0,201210,4400,4400,99,201910
201808,1026169,1,0,05,667807,0,0104,7,201303,800,800,00,000000
201903,56488,1,0,17,4478323,0,0101,7,201609,11000,11000,00,000000
201908,1227143,1,0,03,4800458,0,0101,7,201308,13000,2500,00,000000
201806,1777776,1,145634,12,2428849,0,0202,7,201104,5400,5400,99,201804
201910,1300052,1,0,24,4439531,0,0101,0,201805,9100,9100,00,000000
202003,1740395,1,0,12,3779466,0,0201,0,201703,880,880,00,000000
202005,959742,1,168631,12,5359103,0,0202,0,201804,8100,8100,00,000000
201904,1740395,1,0,12,3779466,0,0201,0,201703,880,880,00,000000
202004,473853,1,0,24,6337110,0,0104,0,201702,1600,1600,00,000000
202005,959742,1,0,24,5470683,0,0101,0,202004,1600,1600,00,000000
201912,361181,1,0,12,7263430,0,0104,0,201209,1600,1600,99,201909
201902,433575,1,0,05,7208264,0,0104,7,201707,18000,19000,00,000000
201812,1103380,1,0,01,9109424,0,0101,0,201707,19000,2,00,000000
202004,1612134,1,0,12,6142335,0,0201,0,202003,780,780,00,000000
202005,1832124,1,0,05,7894971,0,0104,7,202001,1400,1400,00,000000
201909,1153937,1,98023,12,2125529,0,0202,7,201602,8100,8100,00,000000
201806,877396,1,0,03,1832907,0,0202,7,201009,15000,15000,99,201709
202003,1227143,1,0,03,4800458,0,0101,7,201301,10000,10000,99,202001
201811,1588275,1,0,12,8411835,0,0202,7,201101,9200,9200,99,201801
201806,561202,1,0,12,7943184,0,0201,0,201611,830,830,00,000000
201911,620024,1,38980,01,3909459,0,0104,7,201806,4000,3500,00,000000
201904,1103380,1,139560,12,8505111,0,0202,7,201707,19000,19000,00,000000
201903,1193489,1,105131,05,1375533,0,0104,7,201303,2500,2400,00,000000
201901,433575,1,0,05,7208264,0,0103,7,201707,18000,18000,00,000000
201909,433575,1,0,05,4202551,0,0104,7,201707,24000,24000,00,000000
201807,1729585,1,0,01,3498450,0,0104,7,201506,720,720,00,000000
201905,1729585,1,0,12,6342513,0,0201,0,201509,1100,950,00,000000
201909,433575,1,0,05,7208264,0,0103,7,201707,18000,18000,00,000000
202001,1588275,1,0,01,5103172,0,0102,7,201212,730,730,99,201912
201806,1927916,1,0,05,8312598,0,0104,7,201408,640,640,00,000000
201908,1650210,1,0,21,9584003,0,0101,0,201311,4500,6200,00,000000
201808,1075840,1,0,05,672934,0,0104,7,201407,100,100,00,000000
201812,1564265,1,0,01,6866336,0,0104,7,201704,390,100,00,000000
201808,105484,1,0,12,3780409,0,0112,0,201401,10000,10000,00,000000
201904,1564541,1,0,01,8614599,0,0101,7,201701,12000,0,07,201811
201806,433575,1,0,05,7208264,0,0103,7,201707,18000,18000,00,000000
202006,1848419,1,0,05,1688128,0,0103,0,201904,1400,560,00,000000
201807,1881966,1,0,12,2649056,0,0201,0,201509,840,840,00,000000
201906,280824,1,0,24,7819121,0,0101,7,201812,1700,1700,00,000000
201809,1464755,1,0,12,6965445,0,0115,0,201203,800,800,00,000000
201807,1103380,1,0,01,9109424,0,0101,0,201707,19000,2,00,000000
201807,520646,1,159242,12,161305,0,0202,7,201203,12000,12000,00,000000
201806,789526,1,0,12,6674898,0,0202,0,201403,1900,1900,00,000000
202004,1103380,1,0,01,9109424,0,0101,0,201707,19000,0,01,201912
201907,509081,1,0,24,3615209,0,0104,7,201502,2800,0,00,000000
202006,509081,1,61,12,3263336,0,0202,0,201503,100000,100000,00,000000
201810,1193489,1,175787,12,2348823,0,0202,7,201305,16000,16000,00,000000
201906,1185110,1,0,01,2647005,0,0104,7,201703,410,410,00,000000
201807,1840648,1,0,05,5347249,0,0103,7,201212,5600,5600,00,000000
201904,789526,1,0,12,6674898,0,0202,0,201403,1900,1900,00,000000
201811,686407,1,0,12,3536845,0,0115,0,201606,4000,4000,00,000000
201909,959742,1,0,24,2942287,0,0101,0,201806,1700,1700,00,000000
201905,1848591,1,0,12,636832,0,0202,0,201308,39000,39000,00,000000
201903,433575,1,104539,12,4801698,0,0202,7,201708,100000,100000,00,000000
201806,1026169,1,0,05,667807,0,0104,7,201303,800,800,00,000000
202003,1881966,1,0,24,11775,0,0101,0,201601,3600,3600,00,000000
202006,1832124,1,0,05,7894971,0,0104,7,202001,1400,1400,00,000000
201909,1227143,1,0,03,4800458,0,0101,7,201210,20000,2000,99,201910
201910,1753399,1,0,12,6764747,0,0201,0,201605,530,390,00,000000
201807,1564541,1,95003,12,8563093,0,0202,0,201701,10000,10000,00,000000
202001,1103380,1,0,01,9109424,0,0101,0,201707,19000,0,01,201912
201807,1227143,1,0,03,4800458,0,0101,7,201301,10000,10000,00,000000
201905,686407,1,0,12,3536845,0,0115,0,201606,4300,4000,00,000000
201809,959742,1,0,05,2830386,0,0104,7,201710,830,830,00,000000
201911,1729585,1,0,12,6342513,0,0201,0,201509,1100,650,00,000000
202005,1227143,1,0,03,4800458,0,0202,0,201306,9100,9100,00,000000
201904,105484,1,0,12,3780409,0,0112,0,201401,10000,10000,00,000000
201903,1227143,1,0,03,4800458,0,0202,0,201306,9100,9100,00,000000
201910,1133879,1,0,24,244086,0,0101,0,201608,980,980,00,000000
201907,1227143,1,0,03,4800458,0,0101,7,201212,9400,920,00,000000
201808,1848591,1,0,12,3420952,0,0101,0,201212,29000,29000,00,000000
201811,1026169,1,0,12,4767760,0,0112,0,201308,4000,4000,00,000000
201906,1905659,1,0,24,2301028,0,0101,0,201709,3200,3200,00,000000
201905,1807387,1,0,12,450553,0,0201,0,201708,900,390,00,000000
202002,1065715,1,0,01,13523,0,0102,7,201710,12000,910,00,000000
201904,361181,1,0,12,7263430,0,0101,0,201210,4400,4400,00,000000
202004,509081,1,0,12,6408279,0,0101,0,201502,29000,29000,00,000000
202003,1848419,1,0,05,1688128,0,0103,0,201909,220,100,00,000000
201808,1193489,1,0,03,9844090,0,0101,7,201303,5500,5000,00,000000
201808,232560,1,0,05,6078921,0,0104,7,201508,1300,1300,00,000000
201910,433575,1,0,05,4202551,0,0103,7,201707,18000,18000,00,000000
202002,1832124,1,0,05,7894971,0,0104,0,202001,1400,1400,00,000000
201901,520646,1,159242,12,161305,0,0202,7,201203,12000,12000,00,000000
202005,361181,1,0,12,7263430,0,0104,0,201209,1600,1600,99,201909
202006,578402,1,0,21,9019904,0,0101,0,202006,3000,3000,00,000000
201901,1227143,1,0,03,4800458,0,0101,7,201210,20000,14000,00,000000
201905,56488,1,0,05,3992172,0,0104,7,201312,2200,2200,00,000000
201811,1848591,1,0,12,636832,0,0202,0,201308,39000,39000,00,000000
201809,1065715,1,0,12,588471,0,0202,0,201805,11000,11000,00,000000
202006,600506,1,0,05,1788606,0,0104,7,202002,1000,1000,00,000000
201806,1840648,1,0,05,5347249,0,0103,7,201212,5600,5600,00,000000
201905,1026169,1,161379,12,9346979,0,0202,0,201306,8200,7900,00,000000
201902,1564265,1,0,17,7957149,0,0101,7,201708,240,240,00,000000
202006,1729585,1,0,12,6342513,0,0201,0,201509,1100,650,00,000000
202001,56488,1,0,05,3992172,0,0104,7,201312,2200,2200,00,000000
201903,509081,1,0,12,6408279,0,0101,0,201502,2700,2700,00,000000
202001,620024,1,38980,01,3909459,0,0104,7,201806,4000,3500,00,000000
201807,818279,1,0,01,8576723,0,0101,7,201205,2000,2000,00,000000
202003,818279,1,0,01,8576723,0,0101,7,201205,2000,2000,99,201905
201911,1262254,1,0,12,2410426,0,0201,0,201803,300,210,00,000000
201911,1729585,1,0,01,3498450,0,0104,7,201506,720,720,00,000000
201807,620024,1,38980,01,3909459,0,0104,0,201806,4000,4000,00,000000
201807,396184,1,0,21,4398227,0,0101,0,201804,14000,14000,00,000000
201811,1262254,1,0,12,2410426,0,0201,0,201803,300,210,00,000000
201902,105484,1,97957,03,4652106,0,0202,0,201309,100000,100000,00,000000
201910,1871432,1,0,12,1087764,0,0201,0,201909,390,390,00,000000
201806,532120,1,0,12,8479591,0,0201,0,201508,29000,29000,00,000000
201908,1310380,1,0,01,4753999,0,0104,7,201807,2600,800,00,000000
201807,1227143,1,0,03,4800458,0,0101,7,201212,9400,920,00,000000
201908,1588275,1,0,05,6274507,0,0104,7,201306,7000,7000,00,000000
201907,1807387,1,0,12,450553,0,0201,0,201708,900,390,00,000000
201809,1103380,1,0,12,5700124,0,0202,0,201801,28000,28000,00,000000
201810,1401491,1,0,12,1059753,0,0201,0,201711,760,760,00,000000
201908,686407,1,0,12,3536845,0,0115,0,201606,4000,4000,00,000000
201902,686407,1,0,12,3536845,0,0115,0,201606,4300,4000,00,000000
201902,1650210,1,0,21,9584003,0,0101,0,201311,4500,6200,00,000000
201807,433575,1,104539,12,4801698,0,0202,0,201708,100000,100000,00,000000
201908,433575,1,0,05,4202551,0,0103,7,201707,18000,18000,00,000000
201912,1103380,1,0,12,5700124,0,0202,0,201801,28000,28000,00,000000
201908,509081,1,0,12,6408279,0,0101,0,201502,2700,2700,00,000000
201807,1227143,1,0,03,4800458,0,0203,0,201408,10000,10000,00,000000
201909,1193489,1,0,01,878248,0,0101,7,201304,2100,2100,00,000000
202004,600506,1,58108,05,1788606,0,0104,0,202002,390,390,00,000000
202004,1153937,1,98023,12,2125529,0,0202,7,201602,8100,8100,00,000000
202006,504767,1,0,24,9824613,0,0101,0,201802,2600,2600,00,000000
201907,1753399,1,0,12,6764747,0,0201,0,201604,460,390,00,000000
201811,877396,1,0,03,1832907,0,0203,0,201212,3200,3200,00,000000
201809,1227143,1,0,03,4800458,0,0101,7,201210,20000,2000,00,000000
201809,473853,1,0,05,1127998,0,0104,7,201705,1600,1600,00,000000
201812,1193489,1,105131,05,1375533,0,0104,7,201303,2500,2400,00,000000
201808,959742,1,0,05,2830386,0,0104,7,201710,830,830,00,000000
201908,1103380,1,0,01,9109424,0,0101,0,201707,19000,2,00,000000
201911,959742,1,0,24,6362821,0,0101,0,201803,1800,1800,00,000000
201806,1185110,1,0,01,2647005,0,0104,7,201703,410,410,00,000000
202004,1807387,1,0,05,8283661,0,0104,7,201606,220,220,00,000000
202005,1881966,1,0,24,11775,0,0101,0,201601,3600,3600,00,000000
202001,1193489,1,175787,12,2348823,0,0202,7,201305,16000,16000,00,000000
201903,509081,1,0,12,6408279,0,0101,0,201502,29000,29000,00,000000
201902,1524873,1,0,03,5512435,0,0101,0,201711,36000,36000,00,000000
201901,1227143,1,0,03,4800458,0,0203,0,201408,10000,10000,00,000000
201811,1840648,1,0,12,1004990,0,0101,0,201208,330,330,00,000000
201904,818279,1,0,01,8576723,0,0101,7,201205,2000,2000,00,000000
201905,1103380,1,0,01,9109424,0,0101,0,201707,19000,2,00,000000
202002,1227143,1,0,03,4800458,0,0101,7,201212,9400,920,99,201912
201806,1075840,1,0,05,672934,0,0104,7,201407,100,100,00,000000
201808,686407,1,0,12,3536845,0,0115,0,201606,4300,4000,00,000000
201808,56488,1,0,05,3992172,0,0104,7,201312,2200,2200,00,000000
201908,959742,1,168631,12,5359103,0,0202,0,201804,8100,8100,00,000000
201809,56488,1,0,05,3992172,0,0104,7,201312,2200,2200,00,000000
202004,1008217,1,0,24,6135237,0,0101,0,201709,780,780,00,000000
201905,1193489,1,0,01,878248,0,0101,7,201304,2100,2100,00,000000
201806,1943630,1,0,01,6567615,0,0103,7,201309,1500,1500,00,000000
201908,1300052,1,0,12,4048021,0,0202,0,201708,9000,7000,00,000000
201912,959742,1,168631,01,9447729,0,0101,7,201804,9000,900,00,000000
201812,232560,1,0,12,573505,0,0101,0,201507,550,550,00,000000
201910,877396,1,0,03,1832907,0,0203,0,201212,3200,3200,00,000000
201806,553827,1,0,12,8806923,0,0201,0,201707,650,650,00,000000
201810,1564265,1,0,01,6866336,0,0104,7,201704,390,100,00,000000
201810,70442,1,0,12,5513566,0,0112,0,201403,950,950,00,000000
202001,1840648,1,0,12,1004990,0,0101,0,201208,330,330,99,201908
201811,1193489,1,0,03,9844090,0,0101,7,201303,5500,5000,00,000000
202003,1095770,1,0,01,4510831,0,0104,7,201805,100,100,00,000000
201906,1464755,1,0,12,6965445,0,0115,0,201203,800,800,99,201903
201903,686407,1,0,12,3536845,0,0115,0,201606,900,900,00,000000
201810,837720,1,0,01,3394092,0,0101,7,201709,12000,0,00,000000
201911,1881966,1,0,24,11775,0,0101,0,201601,3600,3600,00,000000
202004,1227143,1,0,03,4800458,0,0101,7,201301,10000,10000,99,202001
201909,1185110,1,0,01,2647005,0,0104,7,201703,410,410,00,000000
201806,433575,1,0,05,7208264,0,0104,7,201707,18000,19000,00,000000
201806,1227143,1,0,03,4800458,0,0101,7,201210,20000,2000,00,000000
201808,686407,1,0,12,3536845,0,0115,0,201606,900,900,00,000000
201810,105484,1,97957,03,4652106,0,0202,0,201309,100000,100000,00,000000
201811,520646,1,159242,12,161305,0,0202,7,201203,12000,12000,00,000000
202005,1227143,1,0,03,4800458,0,0101,7,201301,10000,10000,99,202001
202006,1423869,1,0,12,2575805,0,0201,0,202002,250,250,00,000000
201905,1840648,1,0,05,5347249,0,0103,7,201212,5600,5600,00,000000
201902,1227143,1,0,03,4800458,0,0101,7,201308,13000,2500,00,000000
201901,1227143,1,0,03,4800458,0,0101,7,201308,13000,2500,00,000000
201912,1103380,1,0,01,9109424,0,0101,0,201707,19000,0,01,201912
201909,1564541,1,95003,12,8563093,0,0202,0,201701,10000,10000,06,201811
201809,561202,1,0,12,7943184,0,0201,0,201611,780,780,00,000000
201902,620024,1,0,01,349169,0,0101,7,201807,4000,4000,00,000000
202005,1103380,1,0,12,5700124,0,0202,0,201801,28000,28000,00,000000
202004,1729585,1,0,24,5276382,0,0101,0,201509,6000,6000,00,000000
201908,196289,1,0,05,2145070,0,0104,0,201908,100,100,00,000000
201807,877396,1,0,03,1832907,0,0203,0,201212,3200,3200,00,000000
201811,56488,1,0,05,3992172,0,0104,7,201312,2200,2200,00,000000
201809,105866,1,195596,12,8174429,0,0202,7,201111,5200,5200,00,000000
201812,1464755,1,0,12,6965445,0,0115,0,201203,800,800,00,000000
201902,1729585,1,0,12,6342513,0,0201,0,201509,1100,950,00,000000
201806,1848591,1,0,12,636832,0,0202,0,201308,39000,39000,00,000000
201904,1740395,1,0,12,3779466,0,0201,0,201703,870,870,00,000000
201906,1008217,1,0,24,937891,0,0101,0,201704,2000,2000,00,000000
201911,1103380,1,0,12,5700124,0,0202,0,201801,28000,28000,00,000000
201911,1133879,1,0,24,8317840,0,0101,0,201605,3200,3200,00,000000
201806,1227143,1,0,03,4800458,0,0101,7,201308,13000,2500,00,000000
202005,1943630,1,0,01,6567615,0,0103,7,201302,3700,3700,99,202002
201807,686407,1,0,12,3536845,0,0115,0,201606,4000,4000,00,000000
201807,424360,1,0,01,8060875,0,0104,7,201711,100,100,00,000000
201902,232560,1,0,05,6078921,0,0104,7,201508,1300,1300,00,000000
201908,379568,1,0,17,7612422,0,0101,7,201903,11000,11000,00,000000
201806,1153937,1,98023,12,2125529,0,0202,7,201602,8100,8100,00,000000
201810,561202,1,0,12,7943184,0,0201,0,201611,700,700,00,000000
201812,959742,1,168631,01,9447729,0,0101,7,201804,9000,900,00,000000
201911,1807387,1,0,12,450553,0,0201,0,201708,900,390,00,000000
201812,361181,1,0,12,7263430,0,0101,0,201210,4400,4400,00,000000
201806,56488,1,0,05,3992172,0,0104,7,201312,2200,2200,00,000000
201811,1401491,1,0,12,1059753,0,0201,0,201711,760,760,00,000000
202001,959742,1,0,24,6362821,0,0101,0,201803,1800,1800,00,000000
201905,1262254,1,0,12,2410426,0,0201,0,201803,300,210,00,000000
201812,1270357,1,0,05,5572978,0,0104,7,201708,100,100,00,000000
201906,509081,1,0,24,3615209,0,0104,7,201502,2800,0,00,000000
202004,1423869,1,0,12,2575805,0,0201,0,202002,1700,1700,00,000000
201904,433575,1,104539,12,4801698,0,0202,7,201708,100000,100000,00,000000
201906,433575,1,0,05,4202551,0,0104,7,201707,24000,24000,00,000000
201812,1929047,1,0,21,6580465,0,0101,0,201203,19000,19000,00,000000
201907,232560,1,0,12,573505,0,0101,0,201507,550,550,00,000000
201809,553827,1,0,12,8806923,0,0201,0,201705,680,680,00,000000
202001,1026169,1,161379,12,9346979,0,0202,0,201306,8200,7900,00,000000
201905,1227143,1,0,03,4800458,0,0101,7,201210,20000,2000,00,000000
202001,1153937,1,98023,12,2125529,0,0202,7,201602,8100,8100,00,000000
201807,1740395,1,0,12,3779466,0,0201,0,201703,870,870,00,000000
202001,1729585,1,0,24,4258787,0,0101,0,201601,4800,4800,00,000000
202002,1227143,1,0,03,4800458,0,0202,0,201306,20000,20000,00,000000
201901,686407,1,0,12,3536845,0,0115,0,201606,4300,4000,00,000000
201912,1588275,1,0,05,6274507,0,0104,7,201306,7000,7000,00,000000
201904,1193489,1,0,01,878248,0,0101,7,201304,2100,2100,00,000000
202002,1227143,1,0,03,4800458,0,0203,0,201408,10000,10000,00,000000
201809,553827,1,0,12,8806923,0,0201,0,201707,650,650,00,000000
202001,1227143,1,0,03,4800458,0,0101,7,201210,20000,14000,99,201910
201811,1740395,1,0,12,3779466,0,0201,0,201703,880,880,00,000000
201905,1881966,1,0,24,11775,0,0101,0,201601,3600,3600,00,000000
201807,433575,1,0,05,7208264,0,0104,7,201707,18000,19000,00,000000
202004,1227143,1,0,03,4800458,0,0203,0,201408,10000,10000,00,000000
202002,1729585,1,0,12,6342513,0,0201,0,201509,1100,650,00,000000
201809,25738,1,0,05,4231225,0,0104,7,201011,3400,3400,99,201711
201903,280824,1,0,24,7819121,0,0101,7,201812,4600,4600,00,000000
201807,789526,1,0,12,6674898,0,0202,0,201403,1900,1900,00,000000
201902,789526,1,0,12,6674898,0,0202,0,201403,1900,1900,00,000000
201904,1840648,1,0,05,5347249,0,0103,7,201212,5600,5600,00,000000
201806,553827,1,0,12,8806923,0,0201,0,201707,680,680,00,000000
201811,1270357,1,0,05,5572978,0,0104,7,201708,100,100,00,000000
201811,1153937,1,98023,12,2125529,0,0202,7,201602,8100,8100,00,000000
201903,1753399,1,0,01,3218147,0,0101,0,201808,7000,680,00,000000
