YM,JOIN_SN,JOIN_SN_TYP,SCTR_CD,COM_SN,IS_ME,BRWR_LN_CD,RPT_CD,LN_ACCT_CD,LN_AMT
201909,1767206,3,05,4404737,0,1,31,190,42000
201810,1611369,1,01,6417654,0,1,31,610,170000
202005,678955,3,12,7294598,0,1,31,307,6600
201909,1903378,1,12,5712104,0,1,31,301,72000
202002,1232803,3,01,10006566,0,1,32,600,360000
201908,1767317,3,01,9876307,0,1,31,690,3300
202004,875598,3,12,1196790,0,1,31,307,2700
201810,1103380,1,12,8505111,0,1,31,190,19000
201809,443249,1,01,5215354,0,1,31,130,4000
201904,1957691,3,10,5526086,0,1,31,231,1200000
202003,1957691,3,10,259008,0,1,31,231,3700000
202005,561491,3,01,1662870,0,1,31,690,720000
201901,1894875,3,12,5013199,0,1,31,490,8400
201902,1350001,1,12,257292,0,1,31,302,48000
201806,562949,3,01,3666458,0,1,31,190,730000
201811,1918550,3,01,3877778,0,1,31,130,27000
202001,1656281,3,12,1579337,0,1,31,640,70000
201905,1113249,1,01,3572651,0,1,31,690,120000
201809,56514,3,17,3946592,0,1,31,142,8800
202005,1588275,1,12,9386260,0,1,31,650,2400
201909,1831347,1,01,1879989,0,1,31,107,1000000
202004,1164151,3,05,5182115,0,1,31,690,28000
201904,889652,1,12,2599218,0,1,31,690,12000
202004,1155849,1,12,1066543,0,1,31,307,2400
202006,1134698,1,12,1772402,0,1,31,302,24000
201811,520912,1,01,8626236,0,1,31,610,40000
201904,139859,3,01,7082268,0,1,31,409,1100
201911,1216286,1,01,2645028,0,1,31,610,18000
201911,1321668,3,01,4520449,0,1,31,690,43000
202001,1082751,3,12,8026497,0,1,31,390,30000
202003,1113249,1,01,3572651,0,1,31,190,120000
201902,1777776,1,12,2428849,0,1,31,690,9000
202003,1957691,3,01,6634673,0,1,31,620,8900000
201808,1957691,3,01,9870489,0,1,31,490,3200
201812,1113249,1,01,3572651,0,1,31,690,120000
201908,1603757,3,01,3305716,0,1,31,690,33000
201912,145522,1,01,6932498,0,1,31,190,6400
201808,1804248,1,12,3399653,0,1,31,690,11000
201808,247649,3,01,1529391,0,1,31,105,350000
201811,1786001,3,12,7843233,0,1,31,690,310000
201811,225231,3,16,9839418,0,1,31,690,6600
201909,1134698,1,12,1772402,0,1,31,390,24000
201807,433575,1,12,4801698,0,1,31,490,2400
201909,1957691,3,10,259008,0,1,31,290,3700000
201811,1831347,1,01,1879989,0,1,31,409,3300
201810,1681573,1,01,3741570,0,1,31,690,180000
201901,145522,1,01,6932498,0,1,31,690,8000
202005,887817,3,17,5115065,0,1,31,610,36000
202006,1164151,3,05,5182115,0,1,31,690,25000
201907,1311510,3,17,6331202,0,1,31,132,19000
201812,225231,3,12,9841835,0,1,31,390,14000
201905,1597931,1,12,1273290,0,1,31,390,2200
201811,1150998,1,12,773686,0,1,31,390,12000
201901,1881764,3,12,9653112,0,1,31,650,10000
201904,1291431,1,16,300577,0,1,31,136,86000
201911,1248250,1,12,1482482,0,1,31,640,18000
201912,1831438,3,12,4664313,0,1,31,301,250000
201902,1115842,1,12,7072582,0,1,31,690,4800
201901,1134698,1,12,1772402,0,1,31,640,24000
201808,934212,1,21,6632803,0,1,31,106,20000
201806,1905711,3,01,2285873,0,1,31,690,550000
201910,980300,1,12,3821523,0,1,31,640,96000
201809,1669274,3,01,9000554,0,1,31,490,14000
202006,1120205,3,01,8474917,0,1,31,610,200000
201809,523121,3,12,8797719,0,1,31,640,450000
201807,1119319,1,01,6150601,0,1,31,130,290000
201912,214754,1,01,5435862,0,1,31,105,22000
201808,1497222,1,12,5331709,0,1,31,640,17000
202003,1042003,3,12,6903330,0,1,31,690,1600
201812,1106537,1,12,7847696,0,1,31,401,1100
202004,1374840,1,01,3694442,0,1,31,490,2400
202002,561491,3,12,2672881,0,1,31,390,30000
201904,1042003,3,01,4689150,0,1,31,130,240000
202003,448430,1,01,9938442,0,1,31,107,140000
202005,1611369,1,03,899138,0,1,31,610,80000
202002,735882,1,01,7102580,0,1,31,105,6400
201812,1861868,1,01,5706985,0,1,31,190,11000
202006,1831438,3,01,25432,0,1,31,107,460000
201907,1918550,3,12,13920,0,1,31,640,90000
201912,488162,3,12,3567652,0,1,31,690,18000
201810,1155849,1,12,1066543,0,1,31,307,5600
202004,1767317,3,12,716394,0,1,31,640,100000
201810,1710045,3,12,2576301,0,1,31,302,21000
201901,523121,3,01,5319734,0,1,31,610,1300000
201904,1148073,1,12,3584809,0,1,31,640,14000
202004,1603757,3,01,3305716,0,1,31,130,24000
202006,483277,1,12,2038328,0,1,31,690,8000
201901,91979,1,01,8562293,0,1,32,711,67000
201910,1295279,1,12,10047753,0,1,31,390,14000
201809,196429,3,01,9495850,0,1,31,409,2400
201903,1918550,3,12,650129,0,1,31,640,4500
201808,214728,1,03,6001824,0,1,31,610,740000
201911,1122850,3,12,6815533,0,1,31,390,6300
201911,1736426,1,01,4161613,0,1,31,105,5600
201905,1800055,1,01,9296307,0,1,31,130,25000
202006,1575564,1,01,9788606,0,1,31,105,33000
201905,186139,3,12,7718444,0,1,31,690,19000
201903,1603757,3,17,2249932,0,1,31,610,11000
201908,980300,1,12,3821523,0,1,31,307,79000
201907,27166,1,01,1178787,0,1,31,610,200000
202002,1957691,3,10,8214655,0,1,31,620,1400000
201910,1912559,1,01,2593767,0,1,31,610,280000
202006,1193489,1,01,878248,0,1,31,650,2400
201904,1710045,3,12,2576301,0,1,31,690,17000
201905,1068347,3,12,1366901,0,1,31,302,18000
201909,1531485,1,12,1796710,0,1,31,640,17000
201902,1362091,1,01,8199264,0,1,32,713,11000
202006,562949,3,12,6941655,0,1,31,690,120000
201908,1767317,3,12,6883742,0,1,31,640,170000
202002,1575564,1,01,9788606,0,1,31,130,33000
201907,1650593,3,01,7788062,0,1,31,409,1200
202001,1122850,3,12,6815533,0,1,31,640,11000
201910,247649,3,12,1252471,0,1,31,301,280000
201810,357053,1,03,2629852,0,1,31,690,2700
201806,1119319,1,12,6416585,0,1,31,640,260000
202006,1023171,1,16,3681262,0,1,31,610,5400
201909,1023171,1,01,8331689,0,1,31,610,9000
201809,1030798,1,01,9295168,0,1,31,650,1600
201902,1767206,3,17,8502036,0,1,31,132,110000
202001,1656281,3,12,1579337,0,1,31,307,70000
201910,1467759,1,12,9910610,0,1,31,302,21000
201808,1321668,3,12,9602953,0,1,31,302,63000
201811,1661704,1,01,5216463,0,1,31,105,16000
201906,1118956,1,05,1956351,0,1,31,690,1100
201810,139859,3,01,7082268,0,1,31,105,480000
201909,1767317,3,12,716394,0,1,31,640,110000
201907,1035876,1,01,7597147,0,1,31,690,150000
201907,1693514,1,01,57854,0,1,31,130,1000000
201810,1193489,1,12,2348823,0,1,31,690,16000
201910,1622212,1,01,72275,0,1,31,130,120000
201809,1294229,1,01,7999952,0,1,31,190,38000
201908,311430,1,21,4394755,0,1,31,190,9900
201903,1767206,3,01,10009030,0,1,31,610,330000
201910,1277348,1,01,1972877,0,1,31,130,27000
201808,225231,3,17,2344285,0,1,31,189,5500
201812,1291431,1,17,3155343,0,1,31,690,61000
201910,196429,3,17,9429521,0,1,31,136,30000
201911,620024,1,01,3909459,0,1,31,407,3200
202003,415273,1,01,2298957,0,1,31,130,18000
202003,1918550,3,01,3877778,0,1,31,130,25000
202006,382326,1,01,6192489,0,1,31,105,49000
201901,1042003,3,12,6903330,0,1,31,307,4800
201905,1767206,3,17,8502036,0,1,31,190,110000
201905,684744,3,12,6506336,0,1,31,690,42000
201909,1232803,3,01,10006566,0,1,32,718,360000
201810,214754,1,01,5435862,0,1,31,105,69000
201904,1846014,3,12,8191177,0,1,31,390,22000
201911,1632317,1,01,2722164,0,1,31,690,600000
201807,1535076,3,05,1164511,0,1,31,690,1000
202003,1736426,1,01,4161613,0,1,31,610,4800
201808,1362091,1,01,8199264,0,1,31,130,6600
202001,959742,1,01,9447729,0,1,31,490,1000
201902,1710045,3,17,9478089,0,1,31,690,5600
201905,1164151,3,12,4012675,0,1,31,390,4800
202001,1134698,1,01,3809621,0,1,31,690,24000
201905,139859,3,01,7082268,0,1,31,190,480000
202006,1295279,1,01,1471178,0,1,31,130,14000
201808,1155849,1,12,1066543,0,1,31,390,4000
201807,131772,1,01,1143841,0,1,31,610,9000
201904,1515854,3,12,8925401,0,1,31,307,45000
201807,1425114,3,12,6801745,0,1,31,307,860000
201806,1656281,3,01,1313819,0,1,31,690,34000
201912,722682,1,01,2976289,0,1,31,610,16000
201906,1291431,1,17,3155343,0,1,31,690,56000
201812,1816908,1,12,2684694,0,1,31,390,24000
201810,1120205,3,01,783271,0,1,31,130,14000
202005,223028,1,01,8173962,0,1,31,650,2700
202001,279645,1,03,1895219,0,1,31,190,150000
202004,1767317,3,01,1217926,0,1,31,190,900000
201807,1030798,1,01,9295168,0,1,31,490,2400
202005,1361299,1,12,2354863,0,1,31,690,3300
201911,1767317,3,12,716394,0,1,31,390,110000
201901,296279,1,01,1859212,0,1,31,690,1000000
201901,1749120,1,01,5511412,0,1,31,130,7800
202001,1800055,1,01,9296307,0,1,31,105,20000
201911,279645,1,03,1895219,0,1,31,690,150000
202002,1861868,1,01,5706985,0,1,31,190,8400
201911,579293,3,12,7525614,0,1,31,690,18000
201812,1295394,3,01,5757374,0,1,31,650,3500
201912,1031857,1,01,6845432,0,1,31,190,270000
201810,1118956,1,01,5269877,0,1,31,130,13000
202003,1831438,3,01,25432,0,1,31,690,1400000
201902,1120205,3,12,8253389,0,1,31,640,1100
202003,1089470,3,16,1190500,0,1,31,610,47000
202005,887817,3,17,5115065,0,1,31,136,36000
201908,523121,3,01,5319734,0,1,31,105,1200000
201810,1282652,3,01,8552691,0,1,32,600,30000000
202002,1786001,3,01,1317267,0,1,31,329,180000
201812,1041905,1,01,8171268,0,1,31,107,150000
201910,1030798,1,12,3820057,0,1,31,390,8000
202005,1575564,1,12,3928909,0,1,31,390,33000
201808,1089655,1,03,7638731,0,1,31,610,12000
201812,1451557,1,01,3615416,0,1,31,190,470000
201904,1894443,3,03,1735697,0,1,31,114,12000000
201902,1151833,1,01,3566978,0,1,31,107,200000
202005,753200,1,12,7233294,0,1,31,690,4200
201911,1767206,3,17,8502036,0,1,31,690,98000
201806,830379,1,12,1182489,0,1,31,640,23000
202006,41472,1,12,6080,0,1,31,390,12000
201904,548990,1,01,8426296,0,1,31,105,1000000
201910,1473488,1,12,5863772,0,1,31,640,13000
201906,1106537,1,12,7847696,0,1,31,401,1100
201912,1676114,1,12,2567532,0,1,31,640,36000
201907,700016,3,12,2520533,0,1,31,640,46000
201901,1049432,1,12,5871017,0,1,31,390,69000
201905,523121,3,12,8769690,0,1,31,690,120000
201808,1031857,1,01,6845432,0,1,31,105,250000
201812,1153937,1,12,2125529,0,1,31,407,6400
201901,1106537,1,12,7847696,0,1,31,490,1100
201809,41472,1,01,7022985,0,1,31,105,4200
201812,534841,1,05,3028380,0,1,31,409,1000
201902,311430,1,21,858574,0,1,31,190,6300
201808,1136373,1,01,9183696,0,1,31,690,390000
201810,488162,3,01,559570,0,1,31,105,18000
201908,1282652,3,01,8552691,0,1,31,190,6500000
201912,509412,3,01,7391650,0,1,31,690,310000
202002,1475660,1,03,1835998,0,1,32,713,1000000
202003,1475660,1,03,1835998,0,1,32,713,1000000
201910,1786001,3,01,1317267,0,1,32,713,54000
201908,844999,1,12,9061597,0,1,31,690,22000
201901,1119319,1,01,6150601,0,1,32,713,310000
201807,1089655,1,03,7638731,0,1,31,120,17000
201808,53998,1,05,4953630,0,1,31,409,1000
201810,382326,1,01,6192489,0,1,31,105,18000
201906,1786001,3,01,1317267,0,1,31,490,4500
201912,1894443,3,01,5120761,0,1,31,690,30000000
201906,968019,1,01,3102519,0,1,31,690,33000
201811,1736116,1,01,1930584,0,1,31,105,47000
202005,1767206,3,12,582647,0,1,31,390,10000000
201911,41472,1,12,6080,0,1,31,640,12000
202006,968019,1,01,3102519,0,1,31,130,31000
201908,1321668,3,03,8936239,0,1,31,190,170000
201809,509412,3,01,7391650,0,1,32,713,350000
202004,887914,1,12,2281180,0,1,31,690,4800
201810,1905711,3,01,2285873,0,1,31,690,550000
201811,1777776,1,12,2428849,0,1,31,650,9000
201809,1890736,1,12,3310305,0,1,31,302,22000
201907,1661071,1,01,9454112,0,1,31,610,39000
202001,1475660,1,03,1835998,0,1,31,190,1000000
201904,1767206,3,01,10009030,0,1,31,610,330000
201904,214728,1,03,6001824,0,1,31,690,590000
201806,846811,1,01,3492670,0,1,31,610,64000
201807,509412,3,01,7391650,0,1,31,130,1100000
201906,744348,1,01,20021,0,1,31,130,91000
201906,1295279,1,01,1471178,0,1,31,105,14000
201909,1587246,1,01,1965644,0,1,31,105,88000
201903,548990,1,01,8426296,0,1,31,130,1000000
201901,259155,1,01,8971812,0,1,31,105,2400
201806,279645,1,03,1895219,0,1,31,690,160000
201911,509412,3,01,1266693,0,1,31,190,490000
202001,54491,1,03,109646,0,1,31,610,720000
201806,1736426,1,01,4161613,0,1,31,105,9600
202004,1710045,3,12,2576301,0,1,31,690,12000
201911,1120205,3,12,8253389,0,1,31,390,2200
202003,1295279,1,12,10047753,0,1,31,302,14000
201905,1831438,3,17,1761141,0,1,31,690,32000
201811,881727,1,21,63146,0,1,31,190,36000
201808,296279,1,01,1859212,0,1,31,610,1000000
201903,225231,3,12,9841835,0,1,31,390,14000
202006,1957691,3,10,9097164,0,1,31,690,800000
201911,1515854,3,12,8925401,0,1,31,307,45000
201807,1136943,1,01,740928,0,1,31,107,140000
202006,214728,1,03,6001824,0,1,31,190,590000
201812,1204091,1,12,2461284,0,1,31,302,14000
201810,735882,1,12,3531639,0,1,31,640,8000
201912,1385137,1,03,9356056,0,1,31,190,210000
201912,1603757,3,01,3305716,0,1,31,190,24000
202006,1493214,1,01,7269240,0,1,31,190,39000
201806,247649,3,01,1529391,0,1,32,600,26000
201810,1903378,1,12,5712104,0,1,31,640,72000
202006,191188,1,01,824993,0,1,31,130,24000
201911,1777776,1,12,2428849,0,1,31,650,9000
201911,1035876,1,01,7597147,0,1,31,190,150000
201907,1957691,3,10,382702,0,1,31,620,96000
201901,1374840,1,12,1623238,0,1,31,690,4800
201901,934212,1,21,6632803,0,1,31,690,41000
202004,562949,3,01,9179326,0,1,31,190,120000
202005,1710045,3,17,9478089,0,1,31,690,3200
201912,509412,3,12,10022764,0,1,31,640,170000
201906,27166,1,01,1178787,0,1,31,690,200000
201902,562949,3,01,9179326,0,1,31,105,500000
201809,1710045,3,12,2576301,0,1,31,390,21000
201810,1150998,1,01,2965936,0,1,31,409,1200
202001,1031857,1,12,9850961,0,1,31,640,140000
201809,1151833,1,01,3566978,0,1,31,190,440000
201808,753200,1,12,7233294,0,1,31,302,6300
201911,1321668,3,05,7111557,0,1,31,190,1400
201901,139859,3,03,9882915,0,1,32,713,550000
201912,1693150,1,12,4724175,0,1,31,690,14000
201901,1894443,3,12,7549394,0,1,31,690,30000000
201909,24559,1,12,9364956,0,1,31,390,8000
201904,1063102,1,21,9163675,0,1,31,190,35000
201908,225231,3,12,3827258,0,1,31,104,61000
201903,562949,3,01,9179326,0,1,32,713,120000
201903,1790001,1,01,1958402,0,1,31,105,7200
201911,1120205,3,12,8253389,0,1,31,690,2200
201812,138506,3,17,8757862,0,1,31,610,51000
202005,660017,1,01,9835275,0,1,31,130,22000
202003,509412,3,01,1266693,0,1,32,600,490000
201908,1535076,3,12,5792252,0,1,31,307,540000
201912,1943599,1,01,3017732,0,1,31,610,5500
201905,1134698,1,12,1772402,0,1,31,390,24000
201910,1265468,3,17,9040331,0,1,31,190,36000
201807,1414339,1,01,6686754,0,1,31,610,1000000
202001,1068347,3,12,1366901,0,1,31,390,18000
201909,917013,1,03,2546140,0,1,31,106,990000
201811,678955,3,01,1921797,0,1,31,130,680000
201907,483277,1,12,2038328,0,1,31,307,1600
201810,225231,3,16,9839418,0,1,31,610,7700
201910,1957691,3,10,5623375,0,1,31,290,480000
201808,1311510,3,17,6331202,0,1,31,610,27000
201808,753200,1,12,7233294,0,1,31,640,6300
201812,1447738,3,05,6776375,0,1,31,650,8100
201904,1903378,1,12,5712104,0,1,31,301,72000
202001,1023171,1,16,3681262,0,1,31,132,6300
201907,1755463,1,01,9230026,0,1,31,190,180000
201907,1786001,3,12,7843233,0,1,31,301,310000
201912,1767206,3,01,7404454,0,1,31,130,2700000
201810,1291431,1,16,300577,0,1,31,136,94000
201906,1918550,3,01,3877778,0,1,31,190,27000
201912,1472505,3,01,8050488,0,1,31,690,110000
201907,265655,1,12,7914370,0,1,31,640,1800
202001,1669274,3,01,1159123,0,1,31,190,490000
201912,1515854,3,01,6347010,0,1,31,690,45000
201906,1918550,3,12,650129,0,1,31,640,4500
201908,1749197,3,01,5457657,0,1,31,130,2500000
201909,678955,3,01,1921797,0,1,31,107,550000
202001,509412,3,12,7411919,0,1,31,690,780000
202006,562949,3,12,7976457,0,1,31,690,71000
201806,247649,3,01,1529391,0,1,31,690,360000
201809,1846014,3,01,7148356,0,1,31,650,1000
201901,1535076,3,05,1164511,0,1,31,409,1000
201806,1150998,1,01,2965936,0,1,31,409,1200
201909,196429,3,01,9495850,0,1,31,650,3600
202005,1248250,1,01,5995868,0,1,31,105,14000
201812,830379,1,01,4291462,0,1,31,610,6300
202005,54491,1,03,109646,0,1,31,690,720000
201809,1119319,1,05,8944742,0,1,31,490,1100
201912,1271335,1,12,9755150,0,1,31,690,2800
201812,1957691,3,10,9097164,0,1,31,231,1600000
201811,561491,3,01,1662870,0,1,31,190,420000
201808,1049432,1,21,7075550,0,1,31,690,53000
202003,1374840,1,12,1623238,0,1,31,640,4800
201812,1321668,3,12,6944651,0,1,31,390,1400
201902,1119319,1,01,6150601,0,1,31,610,290000
202003,753200,1,01,7042655,0,1,31,105,18000
202001,139859,3,01,7082268,0,1,31,130,480000
201807,620024,1,05,108385,0,1,31,409,2400
201808,520912,1,01,8626236,0,1,31,105,40000
202001,1562202,3,12,8994323,0,1,31,690,66000
201902,523121,3,01,5319734,0,1,31,690,1300000
202006,289925,1,12,6710724,0,1,31,690,39000
202006,483277,1,12,2038328,0,1,31,640,8000
201905,44874,1,17,2266605,0,1,31,690,26000
201811,1564541,1,01,6013423,0,1,31,610,13000
202006,1767206,3,17,2966034,0,1,31,610,1100
201908,27166,1,01,1178787,0,1,31,105,8000
201806,1767206,3,01,7404454,0,1,31,650,47000
201903,1031857,1,12,9850961,0,1,31,390,160000
201811,1202472,3,01,840637,0,1,31,105,42000
201810,523121,3,01,7438899,0,1,31,105,53000
201912,1562202,3,12,8994323,0,1,31,690,66000
201909,1603757,3,12,9220926,0,1,31,640,8000
202005,561491,3,12,2672881,0,1,31,690,24000
201811,1749197,3,01,5457657,0,1,31,107,2500000
201902,1361299,1,01,4486200,0,1,31,690,740000
202005,1145660,1,01,9013772,0,1,31,690,11000
201906,1681573,1,12,1950668,0,1,31,302,27000
201903,1120205,3,01,783271,0,1,31,610,7700
201808,1558648,1,12,8600690,0,1,31,390,50000
201905,225231,3,12,3827258,0,1,31,190,61000
202003,1136943,1,01,740928,0,1,31,690,450000
201910,1800444,1,01,4270876,0,1,31,130,100000
202006,1587246,1,12,6235521,0,1,31,640,75000
201905,1767206,3,12,9964200,0,1,31,301,1500000
201809,1881764,3,12,1542081,0,1,31,407,67000
201907,1151833,1,01,3566978,0,1,31,130,440000
201912,1786001,3,01,9020747,0,1,31,610,300000
201810,1120205,3,01,783271,0,1,31,105,14000
201811,696589,1,12,1181052,0,1,31,302,19000
202002,1562202,3,01,2781837,0,1,31,130,480000
201903,1894443,3,01,5120761,0,1,31,690,11000000
201806,1282652,3,12,2256304,0,1,31,640,370000
201811,1588275,1,12,9386260,0,1,31,650,2400
201910,186139,3,01,8023745,0,1,31,190,250000
202006,1472505,3,01,8050488,0,1,31,130,110000
201806,1216286,1,01,2645028,0,1,31,190,23000
201810,1786001,3,01,9020747,0,1,31,610,360000
201911,27166,1,01,1178787,0,1,31,650,1000
201911,548990,1,01,8426296,0,1,31,107,1000000
202002,1113249,1,01,3572651,0,1,31,107,120000
201908,1136373,1,01,9183696,0,1,31,690,390000
201912,225231,3,16,9839418,0,1,31,610,3300
201811,523121,3,01,8273403,0,1,31,130,1300000
201904,1208619,1,12,3903322,0,1,31,307,11000
201909,509412,3,01,1266693,0,1,31,610,490000
201810,1800055,1,01,9296307,0,1,31,190,26000
201910,145522,1,01,6932498,0,1,31,105,6400
201812,1562202,3,01,2781837,0,1,31,650,6000
201912,1767206,3,17,2966034,0,1,31,190,3300
202005,1656281,3,12,1579337,0,1,31,390,70000
201807,1150998,1,12,773686,0,1,31,690,9600
201907,1115842,1,01,3306034,0,1,31,190,4800
202001,1918550,3,12,5959351,0,1,31,690,90000
201911,1564541,1,12,8563093,0,1,31,302,13000
202006,1030798,1,12,3820057,0,1,31,302,8000
201905,1106537,1,12,7847696,0,1,31,401,1100
201811,1291431,1,16,300577,0,1,31,136,93000
201905,1294229,1,01,7999952,0,1,31,190,65000
201910,1894443,3,01,188539,0,1,31,690,11000000
201811,744348,1,05,5953722,0,1,31,490,1300
202002,225231,3,12,9841835,0,1,31,390,24000
201811,1831438,3,05,9854092,0,1,31,690,11000
202003,1035876,1,01,7597147,0,1,31,190,150000
202004,1767317,3,12,716394,0,1,31,690,100000
202003,722682,1,01,2976289,0,1,31,690,16000
201904,1248250,1,12,1482482,0,1,31,640,18000
201808,696589,1,01,9379775,0,1,31,105,19000
201810,1918550,3,01,3877778,0,1,31,690,27000
202006,1777776,1,12,2428849,0,1,31,490,9000
201912,44874,1,17,2266605,0,1,31,690,24000
202005,279645,1,03,1895219,0,1,31,106,140000
202003,561491,3,01,1662870,0,1,31,409,2400
201808,1918550,3,05,6964669,0,1,31,409,2700
201811,1193489,1,05,1375533,0,1,31,650,2400
201909,1587246,1,01,1965644,0,1,31,690,88000
201905,1294229,1,01,7999952,0,1,32,600,65000
202001,1232803,3,12,3029185,0,1,31,330,250000
201807,1770235,1,01,925443,0,1,31,105,340000
201901,722682,1,01,2976289,0,1,31,690,16000
202002,1767206,3,17,4264137,0,1,31,690,73000
201905,722682,1,12,2066879,0,1,31,640,16000
201910,1755463,1,01,9230026,0,1,32,600,260000
201911,1145660,1,01,9013772,0,1,31,130,11000
201901,1295394,3,01,5757374,0,1,31,650,3500
201911,1749120,1,03,5183797,0,1,31,190,590000
201908,660017,1,12,5853028,0,1,31,390,36000
202004,678955,3,12,838136,0,1,31,690,300000
202004,1831438,3,01,1352169,0,1,31,650,1200
201809,1531485,1,01,7516289,0,1,31,130,18000
202004,523121,3,01,8273403,0,1,31,490,2400
201911,1092071,3,01,4580288,0,1,31,409,7700
202003,1957691,3,10,3140620,0,1,31,231,3200000
201904,196429,3,17,9429521,0,1,31,690,37000
201910,225231,3,12,3827258,0,1,31,640,190000
201908,225231,3,12,3827258,0,1,31,390,190000
201911,844999,1,12,9061597,0,1,31,640,22000
202005,844999,1,12,9061597,0,1,31,640,22000
202001,483277,1,12,2038328,0,1,31,390,1600
201906,1031857,1,12,9850961,0,1,31,390,160000
202005,139859,3,03,9882915,0,1,32,713,550000
201807,534841,1,01,1831456,0,1,31,190,7200
201806,1681573,1,01,3741570,0,1,31,105,180000
202005,1447738,3,12,1084181,0,1,31,690,1800
202003,1770235,1,01,925443,0,1,31,190,390000
202006,1736426,1,01,4161613,0,1,31,105,4000
201911,678955,3,01,9631226,0,1,31,409,4400
201912,225231,3,01,4846210,0,1,31,490,14000
202001,186139,3,01,8023745,0,1,31,690,370000
201807,366162,1,01,3050219,0,1,31,105,6400
201903,448430,1,01,9938442,0,1,31,190,160000
202004,509412,3,01,7391650,0,1,31,130,1100000
202002,382326,1,01,6192489,0,1,31,610,18000
201902,1856675,1,12,7550742,0,1,31,640,11000
202005,1661071,1,01,9454112,0,1,31,105,39000
201909,24559,1,12,9364956,0,1,31,640,8000
201911,1816908,1,01,556214,0,1,31,690,22000
201807,1042003,3,01,4689150,0,1,31,107,80000
201909,1894875,3,12,5013199,0,1,31,401,8400
201903,1831438,3,01,25432,0,1,32,600,300000
201908,735882,1,12,3531639,0,1,31,640,8000
202005,907657,1,01,1568658,0,1,31,190,24000
201807,1425114,3,12,6801745,0,1,31,390,860000
202002,1232803,3,01,1203915,0,1,31,130,1600000
201904,311430,1,21,2013636,0,1,31,190,4500
202004,1587246,1,12,6235521,0,1,31,302,75000
201903,1883369,3,01,1055336,0,1,31,409,1000
201809,579293,3,12,7525614,0,1,31,640,14000
201807,1890736,1,01,8772027,0,1,31,190,22000
201806,1957691,3,01,9870489,0,1,31,690,4000
202002,1295279,1,01,1471178,0,1,31,105,14000
201904,1061397,1,01,9041468,0,1,31,130,72000
201901,1282652,3,01,8552691,0,1,32,600,30000000
201809,1227243,1,01,6914106,0,1,31,107,1000000
201811,1831438,3,01,1352169,0,1,31,690,360000
201910,887817,3,17,2832203,0,1,31,690,35000
202006,1227243,1,01,9648641,0,1,31,190,680000
202004,1188470,1,01,7692295,0,1,31,690,76000
202002,1767317,3,01,1217926,0,1,31,610,760000
201905,1103380,1,12,8505111,0,1,31,407,19000
201909,523121,3,17,8780187,0,1,31,190,7200
201807,1918550,3,12,13920,0,1,31,330,90000
201907,1232803,3,12,2591726,0,1,31,640,590000
202005,1894443,3,01,5120761,0,1,31,190,30000000
201906,1957691,3,01,6634673,0,1,31,620,2400000
201812,186139,3,12,9735762,0,1,31,690,110000
201812,722682,1,12,2066879,0,1,31,390,16000
201905,139859,3,17,6985461,0,1,31,142,8800
202006,1587246,1,01,1965644,0,1,31,610,88000
201909,875598,3,01,7455130,0,1,31,690,32000
202003,1790001,1,01,1958402,0,1,31,610,3200
201808,1836832,1,12,5102725,0,1,31,390,2400
201902,1767206,3,01,7404454,0,1,31,610,2500000
201909,145522,1,12,6727908,0,1,31,302,8000
201807,1562202,3,12,8994323,0,1,31,307,18000
202004,1515854,3,12,8925401,0,1,31,640,45000
202006,1515854,3,01,6347010,0,1,31,690,44000
201809,1103380,1,12,8505111,0,1,31,190,19000
202006,1204091,1,01,8236412,0,1,31,190,12000
202005,565809,1,12,2889914,0,1,31,302,14000
201908,1957691,3,10,3140620,0,1,31,231,3200000
201906,1031857,1,01,6845432,0,1,31,105,300000
202005,562949,3,12,7976457,0,1,31,307,71000
201811,1918550,3,05,6964669,0,1,31,690,1800
201808,1800444,1,17,626265,0,1,31,190,17000
201809,1669274,3,01,9000554,0,1,31,690,14000
202005,138506,3,17,8757862,0,1,31,136,39000
202006,196429,3,17,9581009,0,1,31,690,7200
202003,1089655,1,01,7279619,0,1,31,130,33000
201806,1362091,1,01,8199264,0,1,32,600,11000
201908,1063102,1,21,9163675,0,1,31,610,47000
202006,1603757,3,12,9220926,0,1,31,640,25000
202004,1588275,1,12,9386260,0,1,31,490,2400
201806,1831438,3,01,1352169,0,1,31,690,360000
201808,1193489,1,01,878248,0,1,31,407,2400
201810,509412,3,01,7391650,0,1,31,105,950000
201908,1041905,1,01,8171268,0,1,31,190,150000
201907,1597931,1,12,1273290,0,1,31,640,2200
201905,1133564,1,01,383009,0,1,31,190,140000
202003,1068347,3,12,1366901,0,1,31,640,18000
201808,225231,3,12,3827258,0,1,31,307,160000
202001,1361299,1,01,4486200,0,1,31,130,490000
201903,959742,1,12,5359103,0,1,31,139,8100
201912,562949,3,01,98700,0,1,31,610,140000
202002,1701857,3,17,1516997,0,1,31,690,3300
202003,412931,1,01,6791044,0,1,31,690,75000
201806,74330,1,01,2569111,0,1,31,107,18000
201808,1767206,3,17,2966034,0,1,31,690,8800
201903,1282652,3,01,8552691,0,1,31,690,18000000
201812,54491,1,03,109646,0,1,31,190,720000
201911,1122850,3,12,6815533,0,1,31,640,6300
202002,1321668,3,03,8936239,0,1,31,106,170000
