차주일련번호,차주구분코드,생년,성별,내국인여부,연체정보,최근 3개월 연체 건수,최근 6개월 연체 여부,공공정보 등록 건수,최근 3개월 공공정보 여부,최근 6개월 공공정보 여부,카드개설건수,신용판매한도금액,현금서비스한도금액,신용판매이용금액,현금서비스이용금액,최근3개월 신용판매 이용금액,최근3개월 현금서비스 이용금액,최근6개월 신용판매 이용금액,최근6개월 현금서비스 이용금액,보증금액,대출금액,대출금액_대부업권
1378885 ,1 ,1976 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,150000 ,50000 ,3090 ,0 ,780 ,0 ,656 ,0 ,0 ,367000 ,0 
781800 ,1 ,1997 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,25810 ,0 
448864 ,1 ,1985 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,44000 ,17200 ,210 ,0 ,51 ,0 ,50 ,0 ,0 ,6300 ,0 
532104 ,1 ,1951 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
86357 ,1 ,1956 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,10800 ,2200 ,860 ,0 ,432 ,0 ,728 ,0 ,0 ,116000 ,0 
436051 ,1 ,1967 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,26000 ,10400 ,1020 ,0 ,317 ,0 ,317 ,0 ,0 ,0 ,0 
870699 ,1 ,1978 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,16800 ,4800 ,100 ,0 ,50 ,0 ,71 ,0 ,0 ,12000 ,0 
237848 ,1 ,1972 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
578852 ,1 ,1958 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
901803 ,1 ,1984 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,44000 ,15400 ,900 ,0 ,330 ,0 ,564 ,0 ,0 ,0 ,0 
701103 ,1 ,1980 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,16800 ,4800 ,14200 ,0 ,3125 ,0 ,2196 ,0 ,0 ,282000 ,0 
1341190 ,1 ,1977 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,108000 ,34000 ,1500 ,0 ,383 ,0 ,456 ,0 ,0 ,52000 ,0 
1475246 ,1 ,1959 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,78000 ,28200 ,840 ,0 ,382 ,0 ,382 ,0 ,0 ,67000 ,0 
645356 ,1 ,1949 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
588071 ,1 ,1971 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,7000 ,2000 ,1600 ,0 ,605 ,0 ,605 ,0 ,0 ,7600 ,0 
13211 ,1 ,1992 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,34000 ,11200 ,910 ,0 ,483 ,0 ,432 ,0 ,0 ,0 ,0 
1881526 ,1 ,1984 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,5100 ,0 ,950 ,0 ,172 ,0 ,139 ,0 ,0 ,0 ,2700 
841373 ,1 ,1994 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10800 ,0 
949642 ,1 ,1993 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1800 ,0 
1407691 ,1 ,1979 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,20000 ,6600 ,1600 ,0 ,1067 ,0 ,1146 ,0 ,0 ,51000 ,0 
565059 ,1 ,1951 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,115000 ,24500 ,790 ,0 ,349 ,0 ,278 ,0 ,0 ,0 ,0 
783339 ,1 ,1967 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
684665 ,1 ,1973 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,36000 ,14400 ,1020 ,0 ,342 ,0 ,389 ,0 ,0 ,0 ,0 
1361299 ,1 ,1957 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,87000 ,33000 ,2230 ,0 ,662 ,0 ,527 ,0 ,9220000 ,60000 ,0 
712690 ,1 ,1997 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11300 ,0 
1367497 ,1 ,1986 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,378 ,0 ,0 ,80000 ,0 
92276 ,1 ,1989 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,17800 ,0 
1651873 ,1 ,1983 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,24000 ,9600 ,1340 ,1610 ,663 ,568 ,879 ,568 ,0 ,42160 ,0 
365865 ,1 ,1990 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1076548 ,1 ,1995 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10400 ,0 
929269 ,1 ,1969 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,9600 ,3900 ,200 ,0 ,207 ,0 ,180 ,0 ,0 ,18000 ,0 
510069 ,1 ,1971 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,42000 ,16800 ,2280 ,0 ,1313 ,0 ,1376 ,0 ,0 ,0 ,0 
1877423 ,1 ,1997 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,13600 ,5400 ,1600 ,0 ,1340 ,0 ,1340 ,0 ,0 ,0 ,0 
670468 ,1 ,1957 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
649985 ,1 ,1980 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,38000 ,14400 ,470 ,0 ,245 ,0 ,243 ,0 ,0 ,1100 ,0 
766573 ,1 ,1980 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,38000 ,12200 ,230 ,0 ,280 ,0 ,283 ,0 ,0 ,0 ,0 
1314286 ,1 ,1938 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1863822 ,1 ,1996 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6400 ,0 
696631 ,1 ,1978 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,36000 ,13400 ,1290 ,7300 ,290 ,3339 ,200 ,3339 ,0 ,31500 ,0 
789433 ,1 ,1992 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,3600 ,2000 ,280 ,0 ,237 ,0 ,183 ,0 ,0 ,16700 ,0 
663086 ,1 ,1992 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10600 ,0 
1505194 ,1 ,1964 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,34000 ,11800 ,1470 ,0 ,598 ,0 ,519 ,0 ,0 ,0 ,0 
198130 ,1 ,1948 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,17800 ,5200 ,250 ,0 ,198 ,0 ,207 ,0 ,0 ,0 ,0 
470417 ,1 ,1981 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,28000 ,10600 ,860 ,0 ,623 ,0 ,777 ,0 ,0 ,0 ,0 
1800530 ,1 ,1972 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,112000 ,40000 ,1250 ,0 ,217 ,0 ,211 ,0 ,0 ,0 ,0 
1095636 ,1 ,1961 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,120000 ,72000 ,1800 ,0 ,517 ,35 ,578 ,35 ,0 ,106900 ,0 
1871432 ,1 ,1975 ,1 ,1 ,1 ,6 ,12 ,2 ,6 ,12 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1111316 ,1 ,1985 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,18400 ,0 
280824 ,1 ,1973 ,1 ,1 ,1 ,6 ,12 ,2 ,6 ,12 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5800 
64492 ,1 ,1983 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,44000 ,16800 ,2920 ,0 ,564 ,19 ,564 ,19 ,0 ,9900 ,0 
1663181 ,1 ,1977 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,16000 ,0 
18663 ,1 ,1983 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
233941 ,1 ,1999 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
365804 ,1 ,1975 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,20000 ,0 ,0 
385234 ,1 ,1988 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,42000 ,14400 ,3790 ,0 ,778 ,0 ,881 ,0 ,0 ,0 ,0 
1821675 ,1 ,1969 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,8000 ,3200 ,0 ,0 ,17 ,0 ,53 ,0 ,0 ,28200 ,0 
285480 ,1 ,1988 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,16000 ,5400 ,880 ,0 ,405 ,0 ,437 ,0 ,0 ,7600 ,0 
1633328 ,1 ,1950 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
799624 ,1 ,1968 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,10800 ,2400 ,100 ,0 ,25 ,0 ,29 ,0 ,0 ,0 ,0 
559005 ,1 ,1951 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,16800 ,6200 ,290 ,0 ,102 ,0 ,151 ,0 ,0 ,0 ,0 
1073960 ,1 ,1995 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1094470 ,1 ,1952 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
647746 ,1 ,1987 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,33000 ,6300 ,770 ,0 ,150 ,0 ,81 ,0 ,0 ,18000 ,0 
343489 ,1 ,1983 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,26000 ,10200 ,1200 ,0 ,883 ,0 ,767 ,0 ,0 ,11400 ,0 
265436 ,1 ,1994 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
927046 ,1 ,1998 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
54815 ,1 ,1965 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,39000 ,15000 ,590 ,0 ,243 ,0 ,201 ,0 ,0 ,18000 ,0 
497989 ,1 ,1967 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,650 ,0 ,0 ,15000 ,0 
1630177 ,1 ,1982 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1739039 ,1 ,1992 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,48000 ,12000 ,1700 ,0 ,524 ,0 ,411 ,0 ,0 ,0 ,0 
1110070 ,1 ,1955 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,19000 ,7400 ,1000 ,0 ,547 ,0 ,523 ,0 ,0 ,27000 ,0 
1333487 ,1 ,1994 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,29100 ,8700 ,1490 ,0 ,483 ,0 ,517 ,0 ,0 ,120000 ,0 
898206 ,1 ,1978 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,26400 ,6000 ,4200 ,0 ,1254 ,13 ,1249 ,13 ,0 ,9380 ,0 
1699638 ,1 ,1949 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,58000 ,15400 ,1850 ,0 ,790 ,0 ,653 ,0 ,0 ,44000 ,0 
153332 ,1 ,1988 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,48000 ,10800 ,900 ,0 ,440 ,0 ,465 ,0 ,0 ,0 ,0 
368167 ,1 ,1966 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,120000 ,56000 ,2930 ,0 ,913 ,0 ,1020 ,0 ,0 ,17400 ,0 
657784 ,1 ,1950 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,18300 ,0 ,560 ,0 ,500 ,0 ,347 ,0 ,0 ,0 ,0 
646485 ,1 ,1970 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,90000 ,28800 ,3140 ,0 ,1173 ,0 ,1310 ,0 ,7000 ,0 ,0 
1099805 ,1 ,1980 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,15200 ,2200 ,530 ,0 ,312 ,0 ,290 ,0 ,0 ,0 ,0 
625394 ,1 ,1972 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,15200 ,2400 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,100000 ,0 
606998 ,1 ,1993 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,20000 ,6000 ,1300 ,0 ,983 ,0 ,838 ,0 ,0 ,47000 ,0 
873250 ,1 ,1978 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1872263 ,1 ,1961 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1496020 ,1 ,1976 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,150000 ,80000 ,1830 ,0 ,364 ,0 ,349 ,0 ,0 ,35000 ,0 
1871221 ,1 ,1970 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,126000 ,49200 ,1650 ,0 ,240 ,0 ,299 ,0 ,0 ,103000 ,0 
1078900 ,1 ,1983 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1556789 ,1 ,1955 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,10000 ,3400 ,1100 ,0 ,450 ,0 ,348 ,0 ,0 ,0 ,0 
180110 ,1 ,1968 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,120000 ,48000 ,2640 ,0 ,567 ,0 ,566 ,0 ,0 ,0 ,0 
374184 ,1 ,1973 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,19600 ,7600 ,2020 ,0 ,542 ,0 ,525 ,0 ,0 ,109600 ,0 
806977 ,1 ,1974 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,30000 ,0 ,2090 ,0 ,1087 ,0 ,981 ,0 ,0 ,0 ,0 
1445351 ,1 ,1950 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1495329 ,1 ,1960 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,88000 ,16800 ,1770 ,0 ,373 ,0 ,441 ,0 ,0 ,39000 ,0 
531571 ,1 ,1983 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,90000 ,48000 ,3100 ,0 ,782 ,0 ,832 ,0 ,0 ,130000 ,0 
779914 ,1 ,1941 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,10400 ,3800 ,370 ,0 ,135 ,0 ,207 ,0 ,0 ,0 ,0 
47726 ,1 ,1981 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1375826 ,1 ,1989 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,5600 ,2200 ,300 ,0 ,300 ,0 ,338 ,0 ,0 ,59000 ,0 
1506222 ,1 ,1955 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,26000 ,0 
1553623 ,1 ,1952 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1508881 ,1 ,1941 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,24000 ,0 
152360 ,1 ,1970 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
751890 ,1 ,1970 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,22000 ,5600 ,1900 ,0 ,333 ,0 ,176 ,0 ,0 ,0 ,0 
1597974 ,1 ,1970 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1538563 ,1 ,1956 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,72000 ,0 
1319670 ,1 ,1996 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
396425 ,1 ,1973 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,81000 ,25800 ,1320 ,0 ,389 ,0 ,371 ,0 ,0 ,20500 ,0 
1075840 ,1 ,1994 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2800 ,0 
877486 ,1 ,1989 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
444400 ,1 ,1982 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
989417 ,1 ,1968 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,87000 ,23700 ,950 ,0 ,372 ,0 ,879 ,0 ,0 ,342000 ,0 
520127 ,1 ,1992 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1497222 ,1 ,1974 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,76000 ,26000 ,900 ,0 ,133 ,0 ,115 ,0 ,0 ,14350 ,0 
1275320 ,1 ,1994 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11200 ,0 
1951667 ,1 ,1946 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,30000 ,7400 ,1580 ,0 ,1043 ,0 ,761 ,0 ,0 ,81000 ,0 
561202 ,1 ,1983 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2700 ,0 
1548187 ,1 ,1992 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2390 ,0 
716998 ,1 ,1958 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,38000 ,13200 ,510 ,0 ,195 ,0 ,166 ,0 ,0 ,0 ,0 
731593 ,1 ,1996 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1726115 ,1 ,1990 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,322 ,0 ,0 ,160000 ,0 
1652384 ,1 ,1981 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,48000 ,19500 ,5300 ,0 ,1171 ,0 ,1146 ,0 ,0 ,240000 ,0 
1567876 ,1 ,1987 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,66000 ,23100 ,1210 ,0 ,569 ,0 ,755 ,0 ,0 ,187000 ,0 
1233041 ,1 ,1935 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,6400 ,2000 ,710 ,0 ,265 ,0 ,304 ,0 ,0 ,0 ,0 
1912559 ,1 ,1972 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,85000 ,0 ,1890 ,0 ,405 ,0 ,397 ,0 ,0 ,0 ,0 
296279 ,1 ,1969 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,150000 ,150000 ,9340 ,0 ,2075 ,0 ,1886 ,0 ,0 ,280000 ,0 
1537081 ,1 ,1971 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,90000 ,30000 ,3700 ,0 ,1767 ,0 ,1950 ,0 ,0 ,9000 ,0 
981462 ,1 ,1984 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,72000 ,24000 ,1240 ,0 ,296 ,0 ,250 ,0 ,0 ,0 ,0 
1241221 ,1 ,1935 ,1 ,1 ,0 ,0 ,0 ,1 ,3 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1080924 ,1 ,1962 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,150000 ,80000 ,3800 ,0 ,413 ,0 ,357 ,0 ,0 ,0 ,0 
761150 ,1 ,1937 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,15000 ,0 
1725075 ,1 ,1963 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
251100 ,1 ,1991 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
820257 ,1 ,1994 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1472797 ,1 ,1989 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10030 ,0 
184843 ,1 ,1977 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,72000 ,22500 ,1060 ,0 ,1122 ,0 ,938 ,0 ,0 ,0 ,0 
14281 ,1 ,1962 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,150000 ,90000 ,5520 ,0 ,541 ,0 ,557 ,0 ,0 ,120000 ,0 
207278 ,1 ,1986 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,22000 ,7000 ,1340 ,0 ,890 ,0 ,890 ,0 ,0 ,27300 ,0 
527142 ,1 ,1985 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,112000 ,44000 ,2690 ,0 ,605 ,0 ,898 ,0 ,0 ,2400 ,0 
1177795 ,1 ,1964 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,30000 ,11800 ,550 ,0 ,307 ,0 ,304 ,0 ,0 ,0 ,0 
911518 ,1 ,1961 ,2 ,1 ,0 ,0 ,0 ,1 ,3 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1259173 ,1 ,1966 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,26000 ,8400 ,850 ,0 ,372 ,0 ,402 ,0 ,0 ,17000 ,0 
773558 ,1 ,1956 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,5400 ,2000 ,380 ,0 ,237 ,0 ,137 ,0 ,0 ,263200 ,0 
1776982 ,1 ,1967 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,115000 ,36500 ,1740 ,0 ,197 ,0 ,398 ,0 ,0 ,14400 ,0 
1108346 ,1 ,1967 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,57000 ,18900 ,920 ,0 ,403 ,0 ,463 ,0 ,0 ,444900 ,0 
1259867 ,1 ,1999 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,12000 ,2400 ,2220 ,0 ,1787 ,0 ,1787 ,0 ,0 ,0 ,0 
