차주일련번호,차주구분코드,생년,성별,내국인여부,연체정보,최근 3개월 연체 여부,최근 6개월 연체 여부,공공정보,최근 3개월 공공정보 여부,최근 6개월 공공정보 여부,카드개설건수,신용판매한도금액,현금서비스한도금액,신용판매이용금액,현금서비스이용금액,최근3개월 신용판매 이용금액,최근3개월 현금서비스 이용금액,최근6개월 신용판매 이용금액,최근6개월 현금서비스 이용금액,보증금액,대출금액,대출금액_대부업권
1080924,1,1962,2,1,0,0,0,0,0,0,5,2110000,80000,2200,0,2063,0,30000,0,0,300000,0
197185,1,2001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154627,1,2005,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761150,1,1937,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567201,1,2010,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438877,1,1995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007719,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933500,1,1950,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5226400,0
1725075,1,1963,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
251100,1,1991,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
820257,1,1994,1,1,0,0,0,0,0,0,1,79200,0,0,0,0,0,0,0,0,0,0
1472797,1,1989,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958887,1,1994,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184843,1,1977,2,1,0,0,0,0,0,0,3,1932000,22500,1270,0,3367,0,24000,0,0,0,0
14281,1,1962,2,1,0,0,0,0,0,0,5,3660000,90000,4240,0,2703,0,30000,0,0,0,0
207278,1,1986,2,1,0,0,0,0,0,0,2,88000,7000,880,0,1780,0,11000,0,0,0,0
527142,1,1985,1,1,0,0,0,0,0,0,4,2834000,44000,6140,0,2420,0,28000,0,0,0,0
1177795,1,1964,2,1,0,0,0,0,0,0,2,750000,11800,770,0,613,0,15000,0,0,0,0
911518,1,1961,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1423840,1,1935,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259173,1,1966,2,1,0,0,0,0,0,0,2,650000,8400,910,0,743,0,13000,0,0,0,0
773558,1,1956,2,1,0,0,0,0,0,0,2,132200,2000,380,0,473,0,2700,0,0,0,0
1629707,1,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776982,1,1967,2,1,0,0,0,0,0,0,5,2464000,38500,1120,0,987,0,22142.85714,0,0,0,0
595461,1,1943,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108346,1,1967,2,1,0,0,0,0,0,0,3,1803000,18900,1840,0,1210,0,19000,0,0,0,0
1259867,1,1999,1,1,0,0,0,0,0,0,2,48000,2400,1990,0,3573,0,6000,0,0,0,0
651821,1,2010,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524873,1,1970,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600
527857,1,1947,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755463,1,1962,1,1,0,0,0,0,0,0,3,920000,13800,3500,0,2283,0,13000,0,0,5520000,0
686407,1,1980,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463701,1,1986,2,1,0,0,0,0,0,0,2,660000,19600,3380,0,4783,0,26142.85714,0,0,0,0
821752,1,1954,1,1,0,0,0,0,0,0,2,900000,13800,2100,0,1833,0,18000,0,0,0,0
1154999,1,1968,2,1,0,0,0,0,0,0,3,1476000,22800,2020,0,2007,0,22000,0,0,0,0
104701,1,1971,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1774870,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8615,1,1972,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234930,1,1959,2,1,0,0,0,0,0,0,4,3180000,48000,1380,0,3650,0,30000,0,0,0,0
1308675,1,2007,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013475,1,2001,2,1,0,0,0,0,0,0,5,339300,16800,1840,960,1400,243.3333333,8257.142857,920,0,0,0
283778,1,1970,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1171715,1,1968,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221173,1,1968,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138710,1,1994,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1162135,1,2000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644781,1,1980,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917013,1,1953,2,1,0,0,0,0,0,0,4,93600,0,0,0,0,0,0,0,2500,2000000,0
493047,1,1996,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85505,1,2003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669730,1,1940,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477384,1,2001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247649,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3194000,0
899330,1,1977,2,1,0,0,0,0,0,0,2,858000,10000,370,0,590,0,15000,0,0,0,0
61452,1,1975,2,1,0,0,0,0,0,0,2,1282000,13400,440,0,67,0,26000,0,0,0,0
1074311,1,1969,1,1,0,0,0,0,0,0,3,382200,10200,1030,0,1240,0,8233.333333,0,0,0,0
1944227,1,1957,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
387305,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246723,1,1967,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410748,1,2008,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322251,1,1988,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053734,1,1999,2,1,0,0,0,0,0,0,2,151400,2000,2600,0,530,0,5157.142857,0,0,0,0
1261287,1,1978,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299844,1,2003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86261,1,1987,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
803484,1,2005,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343130,1,2004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33946,1,2010,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648265,1,1962,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006668,1,1943,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1068808,1,1974,1,1,0,0,0,0,0,0,1,531000,0,0,0,0,0,0,0,0,0,0
493640,1,2003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384750,1,1993,2,1,0,0,0,0,0,0,4,282000,9200,550,0,977,0,9310.344828,16.66666667,0,0,3600
179443,1,1966,1,1,0,0,0,0,0,0,3,738000,10400,1400,0,3800,0,13000,0,0,292000,0
1109691,1,1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364206,1,1952,2,1,0,0,0,0,0,0,1,126000,0,0,0,0,0,0,0,0,0,0
1774597,1,1966,2,1,0,0,0,0,0,0,2,235200,3600,100,0,67,0,5600,0,0,0,0
700016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196000,0
439267,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290044,1,1947,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156636,1,1966,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
242030,1,1983,2,1,0,0,0,0,0,0,2,378000,4400,720,0,337,0,6480,0,0,0,0
391397,1,1991,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421540,1,1966,1,1,0,0,0,0,0,0,3,900000,11400,660,0,493,0,12000,0,0,0,0
672646,1,2008,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929188,1,1972,1,1,0,0,0,0,0,0,3,1442000,36000,1200,0,2233,0,30000,0,0,0,0
1039784,1,1961,1,1,0,0,0,0,0,0,5,3700000,55000,4830,0,4333,0,29000,0,0,0,0
518209,1,1962,1,1,0,0,0,0,0,0,2,1528000,8200,100,0,493,0,14000,0,0,0,0
1167395,1,1935,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555433,1,1978,1,1,0,0,0,0,0,0,3,1500000,21900,2300,0,1863,0,20000,0,0,0,0
879792,1,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571322,1,1975,2,1,0,0,0,0,0,0,6,4320000,144000,2300,0,10677,0,30000,0,0,0,0
907657,1,1961,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,120000,0
1832191,1,1960,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901668,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984289,1,1945,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597242,1,1949,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1468050,1,2006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441664,1,1984,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
259155,1,1996,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1327491,1,1992,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193537,1,1965,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782786,1,1984,1,1,0,0,0,0,0,0,3,1860800,33000,3580,0,2517,0,28000,0,0,0,0
383929,1,1998,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495478,1,1973,2,1,0,0,0,0,0,0,1,389800,0,0,0,0,0,0,0,0,0,0
275669,1,1982,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668501,1,1959,1,1,0,0,0,0,0,0,2,1322000,16600,1890,0,2287,0,30000,0,0,0,0
785459,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227347,1,1988,2,1,0,0,0,0,0,0,3,279000,3000,120,0,280,0,3900,0,0,0,0
553822,1,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968128,1,1994,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374696,1,1951,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83501,1,1958,1,1,0,0,0,0,0,0,4,88200,3600,3420,0,1433,0,4200,0,0,268000,0
1780687,1,2010,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299604,1,1980,2,1,0,0,0,0,0,0,3,2760000,39000,1020,5500,1050,1711.111111,30000,2566.666667,0,0,0
421046,1,1975,1,1,0,0,0,0,0,0,3,1466000,10800,1970,0,2013,0,14000,0,0,0,0
1643343,1,2004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781774,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225843,1,1988,2,1,0,0,0,0,0,0,2,465000,8600,1500,0,1057,0,11000,0,0,0,0
326260,1,1975,2,1,0,0,0,0,0,0,3,2250000,33000,2280,0,1790,0,30000,0,0,0,0
1236687,1,1991,2,1,0,0,0,0,0,0,3,157400,4800,430,0,577,0,4550,0,0,0,0
1170542,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37895,1,1990,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437215,1,1957,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339110,1,1985,1,1,0,0,0,0,0,0,2,11200,3800,850,1600,0,800,5600,1600,0,162000,0
933981,1,1956,2,1,0,0,0,0,0,0,1,977000,0,0,0,100,0,13214.28571,0,0,0,0
1637480,1,1935,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837587,1,1958,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1925611,1,1963,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179774,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540323,1,1967,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491611,1,1959,2,1,0,0,0,0,0,0,4,712500,10800,730,0,593,0,10432.25806,0,0,0,0
1442584,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675544,1,2001,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34975,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447738,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858800,0
1367038,1,1995,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416373,1,2009,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629000,1,1980,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335223,1,1982,1,1,0,0,0,0,0,0,3,611600,9600,2000,0,1603,0,14428.57143,0,0,216000,0
273719,1,1970,1,1,0,0,0,0,0,0,2,800000,12800,200,0,133,0,16000,0,0,0,0
1403500,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62865,1,1965,1,1,0,0,0,0,0,0,3,1512000,18900,2600,0,4100,0,17857.14286,0,0,0,0
954444,1,1991,1,1,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0
153271,1,1973,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
121251,1,2003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461427,1,1950,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1447336,1,1986,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874646,1,1935,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1209717,1,1956,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403474,1,1979,1,1,0,0,0,0,0,0,2,900000,13000,2500,0,2567,0,18000,0,0,0,0
97375,1,1976,2,1,0,0,0,0,0,0,2,44000,8200,720,0,343,0,11000,0,0,0,0
1938389,1,1985,2,1,0,0,0,0,0,0,3,2250000,39000,13700,0,10400,0,30000,0,0,0,0
1912903,1,1965,2,1,0,0,0,0,0,0,4,2908000,68000,1390,0,1107,0,30000,0,0,0,0
2914,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600000,0
515490,1,1952,1,1,0,0,0,0,0,0,3,1723000,16500,510,0,817,0,15000,0,0,0,0
1395977,1,1987,2,1,0,0,0,0,0,0,2,310000,2000,590,0,740,0,6200,0,0,0,0
1245488,1,1961,2,1,0,0,0,0,0,0,4,2500000,35600,500,0,543,0,25000,0,0,0,0
774944,1,1996,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
764881,1,2007,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371743,1,1957,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880892,1,1967,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346219,1,1947,1,1,0,0,0,0,0,0,2,158400,2000,0,0,0,0,3300,0,0,0,0
1718092,1,1963,2,1,0,0,0,0,0,0,4,2584000,16400,440,0,510,0,15371.42857,0,0,0,0
1691378,1,2010,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136185,1,1952,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074114,1,1941,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125802,1,1963,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803913,1,1962,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1773082,1,1985,1,1,0,0,0,0,0,0,3,1603800,5700,330,0,400,0,6600,0,0,0,0
1056205,1,1939,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962875,1,1975,1,1,0,0,0,0,0,0,4,3510000,5000,3480,0,2107,0,30000,0,0,0,0
976073,1,1990,1,1,0,0,0,0,0,0,2,68000,0,0,0,0,0,1000,0,0,0,0
1284167,1,2002,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932872,1,1983,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022131,1,1946,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212738,1,2001,2,1,0,0,0,0,0,0,2,115200,2000,890,0,863,0,2400,0,0,0,0
577544,1,1976,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1196161,1,1977,2,1,0,0,0,0,0,0,2,72000,7200,4800,0,2300,0,12000,0,0,0,0
520850,1,1994,2,1,0,0,0,0,0,0,2,74400,2800,370,0,723,0,4171.428571,0,0,0,0
1454738,1,1981,1,1,0,0,0,0,0,0,2,370000,5800,1700,0,313,0,7400,0,0,0,0
173291,1,1986,1,1,0,0,0,0,0,0,2,118000,9400,1700,0,1267,0,11800,0,0,0,0
168945,1,1989,2,1,0,0,0,0,0,0,2,373400,2600,680,0,1290,0,9000,0,0,0,0
1136673,1,1989,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78007,1,1965,2,1,0,0,0,0,0,0,3,909000,12900,700,0,1600,0,11142.85714,0,0,120000,0
942328,1,1980,2,1,0,0,0,0,0,0,3,2028000,24900,270,0,533,0,26000,0,0,0,0
1588794,1,1989,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380009,1,1985,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1687683,1,1945,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478483,1,1995,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
272697,1,1998,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154857,1,1959,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78036,1,1969,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120997,1,2005,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792372,1,1994,1,1,0,0,0,0,0,0,2,30000,6000,1200,0,0,0,15000,0,0,0,0
265655,1,1996,2,1,0,0,0,0,0,0,2,386000,8400,6500,0,4500,0,16428.57143,0,0,7200,0
283671,1,1946,2,1,0,0,0,0,0,0,2,646000,9600,250,0,580,0,11000,0,0,0,0
965359,1,1995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176943,1,2000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391511,1,2010,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406411,1,1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19950,1,1957,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
935071,1,1962,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44834,1,1999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210140,1,1943,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361986,1,1944,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882039,1,1997,2,1,0,0,0,0,0,0,2,38000,6000,350,0,3393,0,9500,0,0,0,0
1385137,1,1981,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840000,0
565398,1,1989,1,1,0,0,0,0,0,0,3,528900,0,0,0,33,0,1471.428571,0,0,64800,0
1302354,1,1981,2,1,0,0,0,0,0,0,3,494000,17100,350,0,777,0,19000,0,0,0,0
1833426,1,1963,1,1,0,0,0,0,0,0,2,1074000,14200,4600,0,2223,0,22800,0,0,0,0
1261457,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791873,1,1982,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1187674,1,1946,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1300000,0
310141,1,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804095,1,2002,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
473956,1,1986,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803829,1,1996,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701838,1,1959,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
85595,1,1981,2,1,0,0,0,0,0,0,4,1112100,22400,1100,0,1223,0,14142.85714,0,0,0,0
401928,1,1989,2,1,0,0,0,0,0,0,2,436200,6400,1170,0,3853,0,9185.714286,0,0,0,0
134727,1,1998,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763408,1,1967,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1864526,1,1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915972,1,1937,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700323,1,1992,1,1,0,0,0,0,0,0,4,2427000,16500,3400,0,1277,0,26571.42857,0,0,0,0
1198108,1,2010,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780775,1,1979,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25738,1,1959,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1448013,1,1972,1,1,0,0,0,0,0,0,2,516800,2200,240,0,357,0,11000,0,0,0,0
379568,1,1956,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3500
681398,1,1960,1,1,0,0,0,0,0,0,2,420000,5600,360,0,437,0,8400,0,0,0,0
1012735,1,1960,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
698933,1,1983,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1877319,1,1998,2,1,0,0,0,0,0,0,3,204600,6300,1660,0,1137,0,4910,0,0,0,0
322225,1,1975,1,1,0,0,0,0,0,0,4,3630000,36400,3160,0,1493,0,30000,0,0,0,0
1051358,1,1941,2,1,0,0,0,0,0,0,2,308000,3000,100,0,403,0,7800,0,0,0,0
1944543,1,1975,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2600
44566,1,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893607,1,1977,1,1,0,0,0,0,0,0,4,1300000,14800,1210,0,1763,0,13000,0,0,0,0
49414,1,1953,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759796,1,1953,2,1,0,0,0,0,0,0,1,289400,0,0,0,763,0,3980,0,0,0,0
1661368,1,2009,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659853,1,1998,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747608,1,1986,1,1,0,0,0,0,0,0,2,145800,6400,3300,0,1483,0,8100,0,0,0,0
795950,1,1977,2,1,0,0,0,0,0,0,5,3980000,60000,1840,0,1590,0,30000,0,0,0,0
1304344,1,2009,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730868,1,1961,2,1,0,0,0,0,0,0,4,2178000,20800,1390,0,727,0,28666.66667,0,0,0,0
1204768,1,1950,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400211,1,1954,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4000,0,0
950721,1,1946,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264254,1,1980,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135960,1,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032836,1,2007,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219295,1,1963,1,1,0,0,0,0,0,0,3,1208000,22200,1450,0,1250,0,18142.85714,0,0,0,0
81676,1,1966,1,1,0,0,0,0,0,0,3,1566000,45000,720,0,670,0,29700,0,0,0,0
1097096,1,1954,1,1,0,0,0,0,0,0,3,540000,3600,580,0,703,0,7200,0,0,0,0
179908,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731695,1,1952,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080202,1,1969,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843999,1,1999,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328999,1,1988,2,1,0,0,0,0,0,0,4,2721000,17600,820,0,3367,0,30000,0,0,0,0
1323944,1,2009,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888249,1,1962,2,1,0,0,0,0,0,0,2,90000,11800,730,0,603,0,15000,0,0,0,0
87106,1,1969,1,1,0,0,0,0,0,0,2,480000,15400,100,0,120,0,24000,0,0,0,0
1023454,1,1964,2,1,0,0,0,0,0,0,1,50000,0,0,0,0,0,0,0,0,0,0
1137569,1,1976,1,1,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0
169479,1,1974,2,1,0,0,0,0,0,0,2,425800,3800,720,0,633,0,5000,0,0,0,0
994669,1,1959,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12893,1,1944,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1355225,1,1952,1,1,0,0,0,0,0,0,3,798000,3600,3080,0,3803,0,9714.285714,0,0,0,0
1833710,1,2001,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
