YM,JOIN_SN,JOIN_SN_TYP,SCTR_CD,COM_SN,IS_ME,LN_CD_1,LN_CD_2,LN_CD_3,LN_DT,LN_AMT,RATE_YN,RPY_CD,EXP_DT,RATE,RPY_AMT
201905,1008217,1,24,937891,0,0031,100,000,201302,2000,0,00,000000,0,0
201903,1832382,1,24,3976526,0,0031,100,000,201001,430,0,00,000000,0,0
201912,56488,1,24,3941527,0,0031,510,000,201304,11000,0,00,000000,0,0
201911,9212,1,24,4592515,0,0031,100,000,201910,2000,1,04,202101,24000,0
202006,1905659,1,24,9765111,0,0031,100,000,201704,3200,0,00,000000,0,0
201909,504767,1,24,4711123,0,0031,100,000,201704,2600,0,00,000000,0,0
201906,1650210,1,24,6749565,0,0031,100,000,201112,2500,0,00,000000,0,0
201905,334088,1,24,2383888,0,0031,100,000,201506,2100,1,01,202006,30000,0
201908,56488,1,24,3941527,0,0031,510,000,201304,11000,0,00,000000,0,0
201808,53824,1,24,8132755,0,0031,100,000,201708,5200,0,00,000000,0,0
201903,660017,1,24,8147838,0,0031,100,000,201902,3600,0,00,000000,0,0
201810,269626,1,24,7959718,0,0031,100,000,201711,2700,0,00,000000,0,0
201904,396184,1,24,7924814,0,0031,100,000,201709,14000,0,00,000000,0,0
201903,959742,1,24,2942287,0,0031,100,000,201705,1700,0,00,000000,0,0
201906,1745651,1,24,7193571,0,0031,100,000,201804,18000,1,01,202104,24000,0
201812,1384750,1,24,2106296,0,0031,100,000,201510,3600,0,00,000000,0,0
201911,554793,1,24,1166480,0,0031,100,000,201508,3900,1,01,202008,24000,0
201810,323135,1,24,987722,0,0031,100,000,201410,2400,0,00,000000,0,0
201904,269626,1,24,7959718,0,0031,100,000,201711,2200,0,00,000000,0,0
201907,396184,1,24,6832621,0,0031,100,000,201708,450,1,01,202112,28000,0
202004,335896,1,24,1408749,0,0031,100,000,201602,3300,1,01,202102,24000,0
201807,335896,1,24,1408749,0,0031,100,000,201602,3300,0,00,000000,0,0
201905,9212,1,24,4592515,0,0031,100,000,201607,1700,0,00,000000,0,0
201912,379568,1,24,109669,0,0031,100,000,201810,3500,0,00,000000,0,0
202002,353990,1,24,1201246,0,0031,100,000,201110,4000,0,00,000000,0,0
201908,1008217,1,24,937891,0,0031,100,000,201302,2000,0,00,000000,0,0
202004,9212,1,24,4592515,0,0031,100,000,201910,1500,1,04,202101,24000,0
201807,532397,1,24,7478128,0,0031,100,000,201001,3100,0,00,000000,0,0
201909,554793,1,24,1166480,0,0031,100,000,201508,3900,1,01,202008,24000,0
202002,1524873,1,24,7384137,0,0031,100,000,201706,3600,1,01,202106,24000,0
201905,1761685,1,24,9491145,0,0031,100,000,201506,2600,1,04,202106,24000,0
201808,1286761,1,24,8420062,0,0031,100,000,201808,3500,0,00,000000,0,0
201809,1881526,1,24,6557059,0,0031,100,000,201711,2700,0,00,000000,0,0
201809,353990,1,24,1201246,0,0031,100,000,201110,4000,0,00,000000,0,0
202005,959742,1,24,5470683,0,0031,100,000,201707,1600,0,00,000000,0,0
201902,1729585,1,24,4258787,0,0031,100,000,201306,4800,0,00,000000,0,0
201901,720252,1,24,4999296,0,0031,100,000,201605,1400,0,00,000000,0,0
201911,959742,1,24,2942287,0,0031,100,000,201705,1700,0,00,000000,0,0
201904,959742,1,24,2942287,0,0031,100,000,201705,1700,0,00,000000,0,0
201903,720252,1,24,4999296,0,0031,100,000,201605,1400,0,00,000000,0,0
202004,1745651,1,24,4086541,0,0031,100,000,201904,7700,1,01,202404,24000,0
202001,1729585,1,24,4258787,0,0031,100,000,201306,4800,0,00,000000,0,0
201807,1133879,1,24,2079299,0,0031,100,000,201510,8200,0,00,000000,0,0
201808,1133879,1,24,7395994,0,0031,100,000,201511,980,0,00,000000,0,0
201809,269626,1,24,9486264,0,0031,100,000,201611,11000,0,00,000000,0,0
202004,473853,1,24,6337110,0,0031,100,000,201001,1600,0,00,000000,0,0
201809,1137569,1,24,7212253,0,0031,100,000,201711,3500,0,00,000000,0,0
202004,280824,1,24,1016150,0,0031,100,000,201805,1600,0,00,000000,0,0
201812,848677,1,24,9856690,0,0031,590,000,201604,2700,0,00,000000,0,0
202002,1881526,1,24,6557059,0,0031,100,000,201711,2700,1,01,202211,28000,0
202002,1068489,1,24,1607732,0,0031,100,000,201703,1400,1,01,202203,28000,0
201812,622840,1,24,469834,0,0031,100,000,201606,2700,0,00,000000,0,0
201902,280824,1,24,7819121,0,0031,100,000,201805,1800,0,00,000000,0,0
201912,323135,1,24,987722,0,0031,100,000,201410,2400,0,00,000000,0,0
201912,761053,1,24,8352905,0,0031,100,000,201708,6500,1,01,202208,28000,0
201905,702594,1,24,8907969,0,0031,100,000,201802,2800,0,00,000000,0,0
201908,53824,1,24,8132755,0,0031,100,000,201708,5200,1,01,202008,28000,0
202005,1564265,1,24,585185,0,0031,100,000,201806,620,1,01,202006,24000,0
201905,1445086,1,24,2037199,0,0031,100,000,201803,9000,1,01,202103,24000,0
202004,1128727,1,24,8042999,0,0031,100,000,202004,2400,1,01,202104,24000,0
201812,196289,1,24,3445132,0,0031,100,000,201706,440,0,00,000000,0,0
202001,702594,1,24,8907969,0,0031,100,000,201802,2800,1,01,202002,24000,0
201810,1300052,1,24,65011,0,0031,100,000,201611,3600,0,00,000000,0,0
201909,335896,1,24,1408749,0,0031,100,000,201602,3300,1,01,202102,24000,0
201912,269626,1,24,7959718,0,0031,100,000,201711,1100,1,04,202002,28000,0
202003,1745651,1,24,7193571,0,0031,100,000,201804,18000,1,01,202104,24000,0
201807,1905659,1,24,2301028,0,0031,100,000,201704,3200,0,00,000000,0,0
201907,1881966,1,24,11775,0,0031,100,000,201405,3600,0,00,000000,0,0
201907,379568,1,24,109669,0,0031,100,000,201810,5200,0,00,000000,0,0
202003,959742,1,24,2942287,0,0031,100,000,201705,1700,0,00,000000,0,0
202005,1384750,1,24,2106296,0,0031,100,000,201510,3600,1,01,202010,30000,0
201811,1384750,1,24,2106296,0,0031,100,000,201510,3600,0,00,000000,0,0
201907,1384750,1,24,2106296,0,0031,100,000,201510,3600,1,01,202010,30000,0
202004,1660610,1,24,6179068,0,0031,100,000,201911,1100,1,01,202411,24000,0
201909,1300052,1,24,4439531,0,0031,100,000,201603,9100,0,00,000000,0,0
201902,1623275,1,24,1772731,0,0031,100,000,201309,7600,0,00,000000,0,0
201809,959742,1,24,6362821,0,0031,100,000,201704,1800,0,00,000000,0,0
202006,280824,1,24,1016150,0,0031,100,000,201805,1600,0,00,000000,0,0
202004,761053,1,24,8352905,0,0031,100,000,201708,6400,1,01,202208,28000,0
201912,554793,1,24,1166480,0,0031,100,000,201508,3900,1,01,202008,24000,0
201811,1729585,1,24,4258787,0,0031,100,000,201306,4800,0,00,000000,0,0
201808,1286761,1,24,5269766,0,0031,100,000,201702,1400,0,00,000000,0,0
201808,504767,1,24,379875,0,0031,100,000,201704,3900,0,00,000000,0,0
201808,269626,1,24,7959718,0,0031,100,000,201711,2800,0,00,000000,0,0
201807,1921096,1,24,5372220,0,0031,100,000,201510,6000,0,00,000000,0,0
201901,702594,1,24,90681,0,0031,100,000,201704,2100,0,00,000000,0,0
201906,554793,1,24,1166480,0,0031,100,000,201508,3900,1,01,202008,24000,0
201903,196289,1,24,3445132,0,0031,100,000,201706,100,1,04,201904,28000,0
201806,504767,1,24,379875,0,0031,100,000,201704,3900,0,00,000000,0,0
201910,504767,1,24,4711123,0,0031,100,000,201704,2600,0,00,000000,0,0
201812,1445086,1,24,2037199,0,0031,100,000,201803,9000,0,00,000000,0,0
201811,1659916,1,24,3304284,0,0031,100,000,201808,3600,0,00,000000,0,0
202006,433575,1,24,5561252,0,0031,100,000,201701,20000,0,00,000000,0,0
201806,335896,1,24,1408749,0,0031,100,000,201602,3300,0,00,000000,0,0
202001,1008217,1,24,937891,0,0031,100,000,201302,2000,0,00,000000,0,0
201902,1524873,1,24,7384137,0,0031,100,000,201706,3600,0,00,000000,0,0
201903,1881966,1,24,11775,0,0031,100,000,201405,3600,0,00,000000,0,0
201907,1905659,1,24,2301028,0,0031,100,000,201704,3200,0,00,000000,0,0
201902,322773,1,24,9961852,0,0031,100,000,201704,2100,0,00,000000,0,0
202001,1133879,1,24,244086,0,0031,100,000,201511,980,0,00,000000,0,0
201908,280824,1,24,7819121,0,0031,100,000,201604,5400,0,00,000000,0,0
201911,1445086,1,24,2037199,0,0031,100,000,201803,9000,1,01,202103,24000,0
201909,334088,1,24,2383888,0,0031,100,000,201506,2100,1,01,202006,30000,0
202001,1262254,1,24,8372514,0,0031,100,000,201910,4000,1,04,202106,24000,0
201811,1885781,1,24,7387616,0,0031,100,000,201808,15000,0,00,000000,0,0
201904,1430052,1,24,2309165,0,0031,100,000,201606,3900,1,01,202106,28000,0
201807,959742,1,24,5470683,0,0031,100,000,201707,2600,0,00,000000,0,0
201904,554793,1,24,1166480,0,0031,100,000,201508,3900,0,00,000000,0,0
201810,1445086,1,24,9741399,0,0031,100,000,201707,5200,0,00,000000,0,0
201910,1564265,1,24,585185,0,0031,100,000,201806,630,1,01,202006,24000,0
201812,353990,1,24,1201246,0,0031,100,000,201110,4000,0,00,000000,0,0
202006,1650210,1,24,6749565,0,0031,100,000,201112,2500,0,00,000000,0,0
201812,1008217,1,24,6135237,0,0031,100,000,201606,780,0,00,000000,0,0
201808,532397,1,24,7478128,0,0031,100,000,201001,3100,0,00,000000,0,0
201811,1430052,1,24,2309165,0,0031,100,000,201606,3900,0,00,000000,0,0
201807,322773,1,24,9961852,0,0031,100,000,201704,2100,0,00,000000,0,0
202004,323135,1,24,1360578,0,0031,100,000,201709,2200,1,01,202009,24000,0
201903,624179,1,24,5453698,0,0031,100,000,201411,2600,0,00,000000,0,0
202005,323135,1,24,987722,0,0031,100,000,201410,2400,0,00,000000,0,0
201810,624179,1,24,5453698,0,0031,100,000,201411,2600,0,00,000000,0,0
201810,532397,1,24,7478128,0,0031,100,000,201001,3100,0,00,000000,0,0
201912,1905659,1,24,2301028,0,0031,100,000,201704,3200,0,00,000000,0,0
202006,634688,1,24,5738089,0,0031,100,000,202004,800,1,01,202504,24000,0
201908,311430,1,24,3036472,0,0031,100,000,201908,2700,1,01,202207,24000,0
202005,959742,1,24,2942287,0,0031,100,000,201705,1700,0,00,000000,0,0
201811,1445086,1,24,2037199,0,0031,100,000,201803,9000,0,00,000000,0,0
202001,686407,1,24,7605722,0,0031,100,000,201311,6600,0,00,000000,0,0
201812,334088,1,24,2383888,0,0031,100,000,201506,2100,0,00,000000,0,0
201808,504767,1,24,4711123,0,0031,100,000,201704,2600,0,00,000000,0,0
201807,280824,1,24,7819121,0,0031,100,000,201805,1800,0,00,000000,0,0
201910,269626,1,24,9486264,0,0031,100,000,201611,11000,1,04,202011,28000,0
201910,504767,1,24,379875,0,0031,100,000,201704,3900,0,00,000000,0,0
201905,1745651,1,24,4086541,0,0031,100,000,201904,6000,1,01,202404,24000,0
201905,335896,1,24,1408749,0,0031,100,000,201602,3300,0,00,000000,0,0
202004,1133879,1,24,244086,0,0031,100,000,201511,980,0,00,000000,0,0
202002,504767,1,24,379875,0,0031,100,000,201704,3900,0,00,000000,0,0
202005,1262254,1,24,8372514,0,0031,100,000,201910,3400,1,04,202106,24000,0
201811,554793,1,24,1166480,0,0031,100,000,201508,3900,0,00,000000,0,0
201906,1445086,1,24,2037199,0,0031,100,000,201803,9000,1,01,202103,24000,0
202006,791536,1,24,1413607,0,0031,100,000,202006,3800,1,04,202206,24000,0
202001,848677,1,24,2065979,0,0031,590,000,201604,2700,0,00,000000,0,0
201807,1384750,1,24,2106296,0,0031,100,000,201510,3600,0,00,000000,0,0
201910,1745651,1,24,7193571,0,0031,100,000,201804,18000,1,01,202104,24000,0
201808,1133879,1,24,8317840,0,0031,100,000,201511,3300,0,00,000000,0,0
201812,323135,1,24,1360578,0,0031,100,000,201709,2200,0,00,000000,0,0
201806,1761685,1,24,9791443,0,0031,100,000,201506,3600,0,00,000000,0,0
202004,207492,1,24,434422,0,0031,100,000,202004,11000,1,04,202204,24000,0
201807,1300052,1,24,65011,0,0031,100,000,201611,3600,0,00,000000,0,0
201808,323135,1,24,987722,0,0031,100,000,201410,2400,0,00,000000,0,0
201809,720252,1,24,4999296,0,0031,100,000,201605,1400,0,00,000000,0,0
202001,396184,1,24,7924814,0,0031,100,000,201709,11000,0,00,000000,0,0
201903,1564265,1,24,585185,0,0031,100,000,201806,630,1,01,201906,24000,0
202004,1881526,1,24,6557059,0,0031,100,000,201711,2700,1,01,202211,28000,0
201911,269626,1,24,9486264,0,0031,100,000,201611,11000,1,04,202011,28000,0
201809,1623275,1,24,1772731,0,0031,100,000,201309,7600,0,00,000000,0,0
202005,473853,1,24,6337110,0,0031,100,000,201001,1600,0,00,000000,0,0
201911,334088,1,24,7303469,0,0031,100,000,201506,2000,1,01,202006,30000,0
201911,1262254,1,24,8372514,0,0031,100,000,201910,4300,1,04,202106,24000,0
201905,1286761,1,24,631802,0,0031,100,000,201611,2900,1,04,202111,24000,0
201912,1445086,1,24,2037199,0,0031,100,000,201912,14000,1,04,202212,24000,0
201912,702594,1,24,8907969,0,0031,100,000,201802,2800,1,01,202002,24000,0
201910,1761685,1,24,9491145,0,0031,100,000,201506,2100,1,04,202106,24000,0
201810,720252,1,24,3180725,0,0031,100,000,201603,4300,0,00,000000,0,0
201808,959742,1,24,5470683,0,0031,100,000,201707,2500,0,00,000000,0,0
201807,1524873,1,24,7384137,0,0031,100,000,201706,3600,0,00,000000,0,0
201906,1133879,1,24,244086,0,0031,100,000,201511,980,0,00,000000,0,0
201902,1905659,1,24,2301028,0,0031,100,000,201704,3200,0,00,000000,0,0
201904,443249,1,24,4321277,0,0031,100,000,201709,580,0,00,000000,0,0
201903,1286761,1,24,631802,0,0031,100,000,201611,3000,1,04,202111,24000,0
201811,1524873,1,24,7384137,0,0031,100,000,201706,3600,0,00,000000,0,0
202006,1008217,1,24,6135237,0,0031,100,000,201606,780,0,00,000000,0,0
201908,323135,1,24,1360578,0,0031,100,000,201709,2200,1,01,201909,24000,0
201905,334088,1,24,9695902,0,0031,100,000,201506,2000,1,01,202006,30000,0
201809,1430052,1,24,2309165,0,0031,100,000,201606,3900,0,00,000000,0,0
201907,1761685,1,24,9791443,0,0031,100,000,201506,3600,1,01,202006,30000,0
201808,1430052,1,24,2309165,0,0031,100,000,201606,3900,0,00,000000,0,0
201905,959742,1,24,5470683,0,0031,100,000,201707,2000,0,00,000000,0,0
201910,1881526,1,24,6557059,0,0031,100,000,201711,2700,1,01,202211,28000,0
201811,280824,1,24,7819121,0,0031,100,000,201604,5400,0,00,000000,0,0
201810,702594,1,24,8907969,0,0031,100,000,201802,2800,0,00,000000,0,0
202006,1300052,1,24,65011,0,0031,100,000,201611,3600,1,01,202111,28000,0
201809,1068489,1,24,1607732,0,0031,100,000,201703,1500,0,00,000000,0,0
201911,323135,1,24,987722,0,0031,100,000,201410,2400,0,00,000000,0,0
201906,1008217,1,24,6135237,0,0031,100,000,201606,780,0,00,000000,0,0
201909,396184,1,24,6832621,0,0031,100,000,201708,430,1,01,202112,28000,0
201902,353990,1,24,1201246,0,0031,100,000,201110,4000,0,00,000000,0,0
201907,1761685,1,24,9491145,0,0031,100,000,201506,2400,1,04,202106,24000,0
201808,323135,1,24,1360578,0,0031,100,000,201709,2200,0,00,000000,0,0
202004,1262254,1,24,8372514,0,0031,100,000,201910,3600,1,04,202106,24000,0
201909,322773,1,24,9961852,0,0031,100,000,201704,2100,1,01,202204,24000,0
201810,1905659,1,24,2301028,0,0031,100,000,201704,3200,0,00,000000,0,0
202006,1286761,1,24,631802,0,0031,100,000,201611,2300,1,04,202111,24000,0
202005,269626,1,24,9334468,0,0031,100,000,201704,3600,1,01,202204,28000,0
202003,866657,1,24,9762551,0,0031,100,000,201911,5700,1,04,202009,21000,0
201902,1310402,1,24,3584816,0,0031,100,000,201902,700,0,00,000000,0,0
201910,269626,1,24,7959718,0,0031,100,000,201711,1400,1,04,202002,28000,0
201806,761053,1,24,8352905,0,0031,100,000,201708,6600,0,00,000000,0,0
201909,311430,1,24,3036472,0,0031,100,000,201908,2700,1,01,202207,24000,0
201905,334088,1,24,7303469,0,0031,100,000,201506,2000,1,01,202006,30000,0
202006,353990,1,24,1201246,0,0031,100,000,201110,4000,0,00,000000,0,0
202005,1286761,1,24,5269766,0,0031,100,000,202005,3500,1,04,202305,24000,0
201807,1871900,1,24,6034582,0,0031,100,000,201106,3400,0,00,000000,0,0
202003,1564265,1,24,585185,0,0031,100,000,201806,630,1,01,202006,24000,0
202005,1008217,1,24,937891,0,0031,100,000,201302,2000,0,00,000000,0,0
201912,1650210,1,24,6749565,0,0031,100,000,201112,2500,0,00,000000,0,0
202002,1445086,1,24,2037199,0,0031,100,000,201912,13000,1,04,202212,24000,0
201903,1384750,1,24,2106296,0,0031,100,000,201510,3600,0,00,000000,0,0
201810,1623275,1,24,1772731,0,0031,100,000,201309,7600,0,00,000000,0,0
201912,1564265,1,24,585185,0,0031,100,000,201806,630,1,01,202006,24000,0
202004,702594,1,24,90681,0,0031,100,000,202004,2000,1,01,202204,24000,0
202006,504767,1,24,379875,0,0031,100,000,201704,3900,0,00,000000,0,0
201904,720252,1,24,4999296,0,0031,100,000,201605,1400,0,00,000000,0,0
201903,334088,1,24,7303469,0,0031,100,000,201506,2000,0,00,000000,0,0
202002,473853,1,24,6337110,0,0031,100,000,201001,1600,0,00,000000,0,0
201811,1832382,1,24,3976526,0,0031,100,000,201001,430,0,00,000000,0,0
201909,473853,1,24,6337110,0,0031,100,000,201001,1600,0,00,000000,0,0
201812,1606164,1,24,8520866,0,0031,100,000,201711,3500,0,00,000000,0,0
201904,280824,1,24,7819121,0,0031,100,000,201805,1800,0,00,000000,0,0
201812,9212,1,24,4592515,0,0031,100,000,201607,1700,0,00,000000,0,0
201911,1008217,1,24,6135237,0,0031,100,000,201606,780,0,00,000000,0,0
201902,622840,1,24,469834,0,0031,100,000,201606,2700,0,00,000000,0,0
201906,1885781,1,24,7387616,0,0031,100,000,201808,14000,1,04,202303,24000,0
201901,1564265,1,24,585185,0,0031,100,000,201806,630,0,00,000000,0,0
202005,1133879,1,24,2079299,0,0031,100,000,201510,8800,0,00,000000,0,0
201811,1133879,1,24,8317840,0,0031,100,000,201511,3300,0,00,000000,0,0
201810,848677,1,24,9856690,0,0031,590,000,201604,2700,0,00,000000,0,0
202005,1133879,1,24,8317840,0,0031,100,000,201511,3300,0,00,000000,0,0
201806,322773,1,24,9961852,0,0031,100,000,201704,2100,0,00,000000,0,0
202004,379568,1,24,109669,0,0031,100,000,201810,3500,0,00,000000,0,0
201806,1581724,1,24,3302257,0,0031,100,000,201305,5700,0,00,000000,0,0
201905,660017,1,24,8147838,0,0031,100,000,201902,3600,0,00,000000,0,0
202002,1832382,1,24,3976526,0,0031,100,000,201001,430,0,00,000000,0,0
202002,53824,1,24,8132755,0,0031,100,000,201708,5200,1,01,202008,28000,0
202005,624179,1,24,5453698,0,0031,100,000,201411,2600,0,00,000000,0,0
201901,1286761,1,24,631802,0,0031,100,000,201611,3100,0,00,000000,0,0
201904,1133879,1,24,2079299,0,0031,100,000,201510,8800,0,00,000000,0,0
201912,269626,1,24,9334468,0,0031,100,000,201704,3600,1,01,202204,28000,0
201912,311430,1,24,3036472,0,0031,100,000,201908,2700,1,01,202207,24000,0
201901,334088,1,24,2383888,0,0031,100,000,201506,2100,0,00,000000,0,0
201907,1300052,1,24,65011,0,0031,100,000,201611,3600,1,01,202111,28000,0
201806,53824,1,24,8132755,0,0031,100,000,201708,5200,0,00,000000,0,0
201902,1008217,1,24,6135237,0,0031,100,000,201606,780,0,00,000000,0,0
201910,1881966,1,24,11775,0,0031,100,000,201405,3600,0,00,000000,0,0
201912,1660610,1,24,9827673,0,0031,100,000,201911,1100,1,01,202411,24000,0
201911,1885781,1,24,7387616,0,0031,100,000,201808,13000,1,04,202303,24000,0
201903,1761685,1,24,9791443,0,0031,100,000,201506,3600,1,01,202006,30000,0
201812,959742,1,24,2942287,0,0031,100,000,201705,1700,0,00,000000,0,0
202002,866657,1,24,9762551,0,0031,100,000,201911,5700,1,04,202009,21000,0
201912,9212,1,24,4592515,0,0031,100,000,201910,1900,1,04,202101,24000,0
201901,1581724,1,24,3302257,0,0031,100,000,201305,5700,0,00,000000,0,0
201810,1068489,1,24,1607732,0,0031,100,000,201703,1500,0,00,000000,0,0
201908,1008217,1,24,6135237,0,0031,100,000,201606,780,0,00,000000,0,0
201806,1286761,1,24,8420062,0,0031,100,000,201706,630,0,00,000000,0,0
201910,702594,1,24,90681,0,0031,100,000,201704,2100,1,01,202004,28000,0
202001,660017,1,24,8147838,0,0031,100,000,201902,3200,1,01,202202,24000,0
201903,1606164,1,24,8520866,0,0031,100,000,201711,3500,0,00,000000,0,0
201903,1286761,1,24,5269766,0,0031,100,000,201903,3500,1,04,202203,24000,0
201808,280824,1,24,7819121,0,0031,100,000,201805,1800,0,00,000000,0,0
201908,1650210,1,24,6749565,0,0031,100,000,201112,2500,0,00,000000,0,0
201905,504767,1,24,4711123,0,0031,100,000,201704,2600,0,00,000000,0,0
202005,334088,1,24,9695902,0,0031,100,000,201506,2000,1,01,202006,30000,0
201905,1885781,1,24,7387616,0,0031,100,000,201808,14000,0,00,000000,0,0
202002,959742,1,24,2942287,0,0031,100,000,201705,1700,0,00,000000,0,0
201903,280824,1,24,7819121,0,0031,100,000,201604,5400,0,00,000000,0,0
201903,56488,1,24,5213150,0,0031,100,000,201305,9200,0,00,000000,0,0
202004,959742,1,24,5470683,0,0031,100,000,201707,1600,0,00,000000,0,0
201806,1445086,1,24,9741399,0,0031,100,000,201707,5800,0,00,000000,0,0
201912,353990,1,24,1201246,0,0031,100,000,201110,4000,0,00,000000,0,0
201811,9212,1,24,4592515,0,0031,100,000,201607,1700,0,00,000000,0,0
202005,334088,1,24,7303469,0,0031,100,000,201506,1900,1,01,202006,30000,0
201902,624179,1,24,5453698,0,0031,100,000,201411,2600,0,00,000000,0,0
201811,196289,1,24,3445132,0,0031,100,000,201706,610,0,00,000000,0,0
201906,323135,1,24,987722,0,0031,100,000,201410,2400,0,00,000000,0,0
201810,1286761,1,24,8420062,0,0031,100,000,201808,3400,0,00,000000,0,0
201907,396184,1,24,7924814,0,0031,100,000,201709,14000,0,00,000000,0,0
202001,280824,1,24,1016150,0,0031,100,000,201805,1600,0,00,000000,0,0
202006,554793,1,24,1166480,0,0031,100,000,201508,3900,1,01,202008,24000,0
201908,1881966,1,24,11775,0,0031,100,000,201405,3600,0,00,000000,0,0
201909,702594,1,24,8907969,0,0031,100,000,201802,2800,0,00,000000,0,0
201907,1008217,1,24,937891,0,0031,100,000,201302,2000,0,00,000000,0,0
202002,9212,1,24,4592515,0,0031,100,000,201910,1700,1,04,202101,24000,0
201902,1881966,1,24,11775,0,0031,100,000,201405,3600,0,00,000000,0,0
202001,433575,1,24,5561252,0,0031,100,000,201701,20000,0,00,000000,0,0
201912,1832382,1,24,3976526,0,0031,100,000,201001,430,0,00,000000,0,0
202005,1008217,1,24,6135237,0,0031,100,000,201606,780,0,00,000000,0,0
201912,1286761,1,24,631802,0,0031,100,000,201611,2600,1,04,202111,24000,0
201901,196289,1,24,3445132,0,0031,100,000,201706,260,0,00,000000,0,0
202004,959742,1,24,2942287,0,0031,100,000,201705,1700,0,00,000000,0,0
201908,848677,1,24,9856690,0,0031,590,000,201604,2700,0,00,000000,0,0
201806,1881526,1,24,6557059,0,0031,100,000,201711,2700,0,00,000000,0,0
201912,322773,1,24,9961852,0,0031,100,000,201704,2100,1,01,202204,24000,0
201808,1871900,1,24,6034582,0,0031,100,000,201106,3400,0,00,000000,0,0
201809,1921096,1,24,5372220,0,0031,100,000,201510,6000,0,00,000000,0,0
201808,1384750,1,24,2106296,0,0031,100,000,201510,3600,0,00,000000,0,0
201811,1300052,1,24,65011,0,0031,100,000,201611,3600,0,00,000000,0,0
201808,9212,1,24,4592515,0,0031,100,000,201607,1700,0,00,000000,0,0
201812,280824,1,24,7819121,0,0031,100,000,201805,1800,0,00,000000,0,0
201903,1286761,1,24,8420062,0,0031,100,000,201808,3000,1,04,202108,24000,0
201812,702594,1,24,90681,0,0031,100,000,201704,2100,0,00,000000,0,0
202003,1384750,1,24,2106296,0,0031,100,000,201510,3600,1,01,202010,30000,0
202006,1384750,1,24,2106296,0,0031,100,000,201510,3600,1,01,202010,30000,0
202001,53824,1,24,8132755,0,0031,100,000,201708,5200,1,01,202008,28000,0
201809,1300052,1,24,65011,0,0031,100,000,201611,3600,0,00,000000,0,0
202004,353990,1,24,1201246,0,0031,100,000,201110,4000,0,00,000000,0,0
201807,1832382,1,24,3976526,0,0031,100,000,201001,430,0,00,000000,0,0
201812,322773,1,24,9961852,0,0031,100,000,201704,2100,0,00,000000,0,0
201906,1300052,1,24,4439531,0,0031,100,000,201603,9100,0,00,000000,0,0
202003,334088,1,24,7303469,0,0031,100,000,201506,1900,1,01,202006,30000,0
202006,1660610,1,24,6179068,0,0031,100,000,201911,1100,1,01,202411,24000,0
201812,1300052,1,24,65011,0,0031,100,000,201611,3600,0,00,000000,0,0
202003,554793,1,24,1166480,0,0031,100,000,201508,3900,1,01,202008,24000,0
201806,1745651,1,24,7193571,0,0031,100,000,201804,18000,0,00,000000,0,0
201908,396184,1,24,7924814,0,0031,100,000,201709,13000,0,00,000000,0,0
201809,1729585,1,24,4258787,0,0031,100,000,201306,4800,0,00,000000,0,0
201811,504767,1,24,4711123,0,0031,100,000,201704,2600,0,00,000000,0,0
202004,1650210,1,24,6749565,0,0031,100,000,201112,2500,0,00,000000,0,0
201806,1430052,1,24,2309165,0,0031,100,000,201606,3900,0,00,000000,0,0
201901,720252,1,24,3180725,0,0031,100,000,201603,4200,0,00,000000,0,0
201809,322773,1,24,9961852,0,0031,100,000,201704,2100,0,00,000000,0,0
202001,56488,1,24,5213150,0,0031,100,000,201305,9200,0,00,000000,0,0
201903,323135,1,24,987722,0,0031,100,000,201410,2400,0,00,000000,0,0
201909,1881526,1,24,6557059,0,0031,100,000,201711,2700,1,01,202211,28000,0
201910,280824,1,24,7819121,0,0031,100,000,201604,5400,0,00,000000,0,0
202001,269626,1,24,9486264,0,0031,100,000,201611,11000,1,04,202011,28000,0
202005,353990,1,24,1201246,0,0031,100,000,201110,4000,0,00,000000,0,0
201809,1445086,1,24,2037199,0,0031,100,000,201803,9000,0,00,000000,0,0
201810,791536,1,24,1413607,0,0031,100,000,201804,2900,0,00,000000,0,0
201812,702594,1,24,6796976,0,0031,100,000,201707,330,0,00,000000,0,0
202003,1745651,1,24,4086541,0,0031,100,000,201904,7800,1,01,202404,24000,0
201902,959742,1,24,6362821,0,0031,100,000,201704,1800,0,00,000000,0,0
201911,1832382,1,24,3976526,0,0031,100,000,201001,430,0,00,000000,0,0
201908,1384750,1,24,2106296,0,0031,100,000,201510,3600,1,01,202010,30000,0
201912,1885781,1,24,7387616,0,0031,100,000,201808,13000,1,04,202303,24000,0
201806,1761685,1,24,9491145,0,0031,100,000,201506,3400,0,00,000000,0,0
201901,1133879,1,24,244086,0,0031,100,000,201511,980,0,00,000000,0,0
201812,1761685,1,24,9491145,0,0031,100,000,201506,3000,0,00,000000,0,0
201810,56488,1,24,5213150,0,0031,100,000,201305,9200,0,00,000000,0,0
201909,323135,1,24,1360578,0,0031,100,000,201709,2200,1,01,202009,24000,0
201902,1659916,1,24,3304284,0,0031,100,000,201808,3600,0,00,000000,0,0
202006,53824,1,24,8132755,0,0031,100,000,201708,5200,1,01,202008,28000,0
201907,53824,1,24,8132755,0,0031,100,000,201708,5200,1,01,202008,28000,0
201901,1384750,1,24,2106296,0,0031,100,000,201510,3600,0,00,000000,0,0
